Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
Q14571,Inositol 1 4 5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2,394.1414301,36.83820807,93,145,71,71,1,2701,307.867,6.43,FALSE,High,Master Protein,5.093,17,2165.134182,36.83820807,93,145,2049,4116.8,5878.3,8252.8,10491.8,10284.2,10887.7,5603.5,3102.8,2280,1575.9
Q5JSZ5,Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2,390.8470456,41.04979812,76,139,71,71,1,2229,242.817,8.34,FALSE,High,Master Protein,6.824,0,2095.97047,41.04979812,76,139,1560.1,1874.1,2299,2773.8,3057.2,3122.9,4311.3,4875.9,7189.9,11650.4,845.4
Q9Y4A5,Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3,390.2061141,25.78388183,90,139,88,88,1,3859,437.318,8.19,FALSE,High,Master Protein,1.962,3,2226.450287,25.78388183,90,139,13951.2,5965.5,5781.1,5131.9,4563.6,4324.8,4981.3,4396.8,5097.2,4455.3,2079.1
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2,389.4102446,48.51735016,75,158,65,66,1,1585,176.542,5.38,FALSE,High,Master Protein,15.982,1,2358.088263,48.51735016,75,158,1747,2616.8,3304,3834.6,4477.5,5736.6,8733.2,11281.3,11989.4,7807.3,1544.4
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,386.929409,52.46589717,47,160,47,47,1,953,105.769,5.39,FALSE,High,Master Protein,83.581,0,2909.205789,52.46589717,47,160,1445.6,2028.5,2354.3,2696.2,2710.7,2588.5,3062.6,3844.7,7731.8,41983.4,7214.8
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,384.2519808,51.63043478,48,134,47,47,1,1104,122.78,5.83,FALSE,High,Master Protein,47.939,1,2689.956077,51.63043478,48,134,2026.4,4168.6,6026.5,9060.6,12038.9,13157.2,13257.5,6996.3,3771.9,2309,1670.7
Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,384.2122827,63.57388316,35,157,35,35,1,582,63.799,9.32,FALSE,High,Master Protein,925.119,0,3456.810895,63.57388316,35,157,2342.6,3734.2,6305.5,10031.7,12418.3,10815.2,9592.3,4138.9,1981.3,1551.5,1135.1
P07942,Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2,383.9904091,46.47256439,67,156,65,65,1,1786,197.909,4.94,FALSE,High,Master Protein,13.175,3,1997.367025,46.47256439,67,156,1544.9,3741.2,5861.8,8967,11151.3,9911.2,8974.1,3811.9,2110.1,1589,1778.8
Q14126,Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2,383.6690462,56.26118068,43,118,43,43,1,1118,122.218,5.24,FALSE,High,Master Protein,31.903,0,2506.722698,56.26118068,43,118,810.3,3540.2,5122.2,7596.9,8494.6,7744,8488.3,4165.3,2232.9,1551.5,1474.7
P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,383.1865304,66.44021739,41,201,40,41,1,736,79.636,8.84,FALSE,High,Master Protein,176.828,0,3531.235531,66.44021739,41,201,2434.1,7527.2,11127.9,15559.8,18455.7,14622.4,11169.8,4387,3126.4,3098.9,2115.2
Q8TEQ6,Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,381.6868153,50.39787798,68,154,67,67,1,1508,168.483,6.62,FALSE,High,Master Protein,11.984,1,2383.335233,50.39787798,68,154,1467.8,2876.9,3771,4497.6,4932.5,5479,8077.4,8714.3,9999.5,9043.3,6518.1
Q5JTH9,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,381.33583,48.26522745,60,142,58,59,1,1297,143.611,8.75,FALSE,High,Master Protein,23.076,1,2206.090004,48.26522745,60,142,4580.4,2710.2,3046.4,3197.9,3525.2,4652.8,7702.5,10583.2,16081.7,15457.3,1607.1
Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,381.2002632,22.73422145,97,125,96,96,1,4579,520.795,7.05,FALSE,High,Master Protein,1.617,0,1809.262191,22.73422145,97,125,1382.3,2768,3215,3394.7,3758.4,4990.2,7689.9,9261.2,8969.8,4969.1,1681.4
P20020,Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4,378.1110673,40.98360656,47,142,24,28,1,1220,134.6,5.91,FALSE,High,Master Protein,26.617,20,2610.486536,40.98360656,47,142,1309.1,4766.1,7667.2,11782.2,12777.8,10443,11187,4898.8,2512.2,1493.1,1717.1
