Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
P05023,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1,637.849711,52.68817204,58,367,35,35,1,1023,112.824,5.49,FALSE,High,Master Protein,732.474,34,7963.813267,52.68817204,58,367,2413.5,14053.6,21830.1,27837.8,20559,28348.9,12762.7,5892.2,6678.7,3176.7,4630.1
P63261,Actin  cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1,633.5357169,78.13333333,25,1317,3,3,1,375,41.766,5.48,FALSE,High,Master Protein,272132.877,58,25652.18976,78.13333333,25,1317,4535,16681.5,24781,41409,39370.2,60417.5,26604.3,14968.2,14947.2,12167.6,57408.7
Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,615.0177543,75.31914894,95,249,91,91,1,1410,152.365,8.6,FALSE,High,Master Protein,26.89,2,4626.322095,75.31914894,95,249,4294.4,7522.7,13200,20268.4,17229.2,27590.4,13380.6,5665.1,4166.3,2182.4,2030.9
A5YKK6,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,581.9362464,43.56060606,92,200,91,91,1,2376,266.768,7.11,FALSE,High,Master Protein,10.385,1,4259.915133,43.56060606,92,200,1451.5,4325.7,5078.3,6978.7,7792.7,22680.4,20310.2,15334.4,12742,3594.5,3574.5
Q14683,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,564.4078441,65.28791565,102,236,96,99,1,1233,143.144,7.64,FALSE,High,Master Protein,91.45,3,4092.884281,65.28791565,102,236,14806.6,6859.6,7317.9,8475.7,8880.8,24589.4,23256.6,16831.3,16964.4,6346.5,3078.5
Q14573,Inositol 1 4 5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2,542.8959284,39.31111943,95,187,82,82,1,2671,303.912,6.48,FALSE,High,Master Protein,7.611,13,3381.531368,39.31111943,95,187,1716.3,5388.8,7533.4,11078.8,10521.4,19603.9,10300.6,4741.5,3815.9,2339.8,2908.7
O43491,Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,528.7663651,65.87064677,62,220,56,56,1,1005,112.519,5.44,FALSE,High,Master Protein,114.223,7,4238.901243,65.87064677,62,220,1436.1,10618.9,14807.4,17670.1,11965.3,15411.1,6744,3162.5,3646.9,1662.9,2936.5
Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2,528.7094966,60.72308956,86,199,82,83,1,1217,141.454,7.18,FALSE,High,Master Protein,48.559,4,3790.570305,60.72308956,86,199,9419.5,6293.2,6320.3,7455.9,7331,19504.9,17738.7,12741,12924.4,5317.1,2938.9
Q5T4S7,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,520.687766,27.72525564,120,172,119,119,1,5183,573.476,6.04,FALSE,High,Master Protein,2.364,1,3154.857069,27.72525564,120,172,1048.4,2258.2,2353.8,3110.4,2768.8,5169.7,4030.6,3831.7,6599,20922.5,6816.9
P11717,Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3,519.1690835,42.63348053,90,174,88,90,1,2491,274.199,5.94,FALSE,High,Master Protein,7.265,0,3392.54821,42.63348053,90,174,1638.7,8009.5,6734,7085.3,6857.8,15392.3,10154.4,6378.3,4996.9,1626.8,1906.8
P06576,ATP synthase subunit beta  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3,515.9342945,75.80340265,27,280,27,27,1,529,56.525,5.4,FALSE,High,Master Protein,1448.741,0,6470.964984,75.80340265,27,280,4684.4,29335.1,18857.2,10574.7,3628.6,4398.8,3077.5,1945.8,2320.1,1883.7,2390.4
P46939,Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2,509.0918174,37.60559278,116,157,112,114,1,3433,394.22,5.33,FALSE,High,Master Protein,3.608,1,2952.225059,37.60559278,116,157,1060.9,5230.4,7195.2,8831.9,6481.8,9118.7,4772.1,2616.7,2814.6,1883.4,2369.1
Q5VYK3,Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2,502.3829015,47.53387534,74,155,74,74,1,1845,204.16,7.12,FALSE,High,Master Protein,11.053,0,3462.589846,47.53387534,74,155,1581.4,3669.3,3777.2,4643.1,4952,13749.1,12633.8,9760,11156.1,10019.7,2277.9
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,490.3848636,68.99224806,46,301,44,45,1,645,72.887,5.07,FALSE,High,Master Protein,470.969,1,6576.979325,68.99224806,46,301,2466.2,7279.1,12544.8,21169.5,21324.2,38781.8,19133.6,7062.9,4776.1,2761.7,7539.8
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,490.0351348,54.76973684,79,157,78,78,1,1824,206.676,6.47,FALSE,High,Master Protein,11.376,0,3281.672624,54.76973684,79,157,1399.1,3870.8,5040,7205.5,6779.6,11603.7,6689.9,3782.1,4527.8,2656.8,2390.3
P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,483.4652786,77.80821918,59,295,59,59,1,730,77.464,8.7,FALSE,High,Master Protein,150.991,0,5569.080499,77.80821918,59,295,29211.6,5701.4,5706.9,6397.2,6412.6,15004.6,13302,11681.8,21114.7,7628.8,3283.5
P12270,Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,471.4776434,44.98518832,110,158,104,105,1,2363,267.131,5.02,FALSE,High,Master Protein,8.216,2,2797.045477,44.98518832,110,158,8105.6,3665.2,3295.7,3653.7,3363.2,7472.8,7280.1,5942.9,8548.3,5991,8468.5
Q6P2E9,Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,467.4253189,52.31977159,50,152,50,50,1,1401,151.567,5.86,FALSE,High,Master Protein,32.908,0,3210.448835,52.31977159,50,152,911.3,1786.1,1984.1,2753.9,2997.7,8104.5,6986.2,6266.6,9429.8,3144.5,1802.9
Q8NCM8,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC2H1 PE=1 SV=4,465.6129335,28.95286743,116,159,114,114,1,4307,492.311,6.54,FALSE,High,Master Protein,2.281,2,2456.093664,28.95286743,116,159,1736.1,3843.8,3934.4,4841.2,4973.7,13916.6,12442.7,8655.2,6765.7,2982.4,2338
Q71U36,Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1,463.11098,71.1751663,24,520,0,1,1,451,50.104,5.06,FALSE,High,Master Protein,12114.277,11,9839.472618,71.1751663,24,520,334.7,981.1,1140.1,1541.6,1394.2,2320.8,1711.2,1573.4,2134.8,2480.2,7528.4
Q02952,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,462.6626486,58.30527497,67,116,67,67,1,1782,191.367,4.41,FALSE,High,Master Protein,10.018,0,3075.861668,58.30527497,67,116,675.4,2843.5,2549.2,3323.8,2616.3,3663,2120.5,1543.6,1937.2,968.2,10862.8
Q15154,Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5,456.3786866,44.46640316,72,154,69,70,1,2024,228.403,5.02,FALSE,High,Master Protein,10.435,0,3010.056197,44.46640316,72,154,1515.4,4819.7,4301.5,4412.8,3770.2,7389.4,5593.8,3686.4,6380.8,2682.6,1728.6
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,454.1933499,66.19047619,47,169,45,45,1,840,94.271,5.19,FALSE,High,Master Protein,58.685,2,3877.221513,66.19047619,47,169,956.8,2643.5,3109.1,4501.4,3852.4,5836.5,3917.8,4510.4,6045.9,3947.6,36388.3
Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,446.8008181,46.32152589,84,151,82,82,1,2202,251.301,7.09,FALSE,High,Master Protein,6.998,1,2409.9633,46.32152589,84,151,1186.6,2498.7,2825.8,3626.6,3412.8,7939.7,6531.9,5140.9,8781.9,9255.1,2259.5
O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,444.4259621,24.49317336,99,157,85,96,1,4834,526.895,6.28,FALSE,High,Master Protein,1.964,2,2627.983151,24.49317336,99,157,1067.1,2376.9,2859.5,3808.7,3723.9,7616.9,4983.4,2942.9,5300.1,4566,1908
P39023,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,442.8033852,61.7866005,30,544,28,28,1,403,46.08,10.18,FALSE,High,Master Protein,136886.451,2,8730.274917,61.7866005,30,544,2564.8,6939.5,8561.7,11849,13029.3,38342.1,34127.6,25121.2,26476.9,9250.9,3789.7
O95613,Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,442.7640233,36.84052758,109,143,104,104,1,3336,377.806,5.55,FALSE,High,Master Protein,2.458,2,2427.851408,36.84052758,109,143,1841.5,4599.4,4474.8,3997.4,3369.5,7968.6,7021.7,4996.8,5961.7,3057.2,2925.5
O75153,Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2,435.4544331,56.4553094,59,162,57,58,1,1309,146.577,6.13,FALSE,High,Master Protein,18.718,1,3407.56823,56.4553094,59,162,1673.9,2801.4,3120.1,3975,4123.4,11358.8,9929.5,8189,8660.8,3474.2,2074.3
Q03001,Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4,428.5556793,18.82430647,129,163,113,113,1,7570,860.127,5.25,FALSE,High,Master Protein,0.936,2,2220.815432,18.82430647,129,163,1988.7,3218.5,3830.8,4876.2,4273,7555.5,5286.1,3556.4,4879.6,4038.8,3142.6
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,427.1016754,57.05705706,50,150,49,49,1,999,111.266,5.22,FALSE,High,Master Protein,49.119,1,3552.019704,57.05705706,50,150,1231.5,3885.3,6611.1,10979.3,10807.4,19664,9205.2,3421.7,2328.8,1476.1,3661
P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,422.1092177,67.66304348,40,168,39,40,1,736,79.636,8.84,FALSE,High,Master Protein,115.999,0,3950.214486,67.66304348,40,168,1670.1,8599.6,10193,13440,10763.2,15113.3,6090.5,2311.5,2015.7,1388,1851.3
P07942,Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2,418.9091066,43.28107503,59,140,55,56,1,1786,197.909,4.94,FALSE,High,Master Protein,9,3,2913.618452,43.28107503,59,140,1089.4,2991.3,4473.4,6855.2,6180.6,10251.9,4972.6,2067.1,1729.1,1235.9,1574.3
Q8TEQ6,Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,414.5807026,46.61803714,64,149,63,63,1,1508,168.483,6.62,FALSE,High,Master Protein,10.808,0,3060.801528,46.61803714,64,149,1362.1,3030.1,3207.6,4012.3,4283,12304.1,11391,9063.2,10902.9,9051.2,4384.2
P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,414.3312251,56.68534828,58,152,58,58,1,1249,138.263,6.32,FALSE,High,Master Protein,22.435,0,2833.307756,56.68534828,58,152,812,2116.2,2695.6,3488.2,3091.8,5258.8,3905.8,3382.5,15230.6,14977.5,2845.2
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,408.5485661,56.66316894,45,163,45,45,1,953,105.769,5.39,FALSE,High,Master Protein,73.598,0,3375.537959,56.66316894,45,163,1210.3,2069.1,2176.4,2711.7,2221.5,3951,3026.6,3754,8392.2,31975.5,5481.8
Q9NR30,Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,408.4156878,58.49297573,48,164,45,45,1,783,87.29,9.28,FALSE,High,Master Protein,150.991,4,3662.117319,58.49297573,48,164,16826.1,3784.6,3939.4,4032,3951.8,10204.1,9484.5,7953.6,14575,6517.5,2240.5
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2,406.1963379,48.32807571,73,168,62,63,1,1585,176.542,5.38,FALSE,High,Master Protein,14.136,1,3136.186322,48.32807571,73,168,1133.7,2374.7,2687.5,3506,3707.4,10569.4,10147.3,8104.3,9336.8,3249.7,1742.8
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,401.2908493,58.71287129,50,122,50,50,1,1010,107.699,6.7,FALSE,High,Master Protein,21.387,0,3236.995567,58.71287129,50,122,1512.7,2956.5,3608.7,4739.4,4423,7195.1,4642.5,3601.1,4632.4,6162.4,19360.5
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,400.8370683,71.06299213,38,285,37,37,1,508,57.081,4.87,FALSE,High,Master Protein,397.107,1,5363.683721,71.06299213,38,285,2236.6,6610,11258.4,19170,18693.1,34229,16267.4,5973.8,3942.8,2548.6,6082.9
P03243,E1B 55 kDa protein OS=Human adenovirus C serotype 5 OX=28285 PE=1 SV=1,396.662925,62.09677419,26,289,5,26,1,496,54.964,7.3,FALSE,High,Master Protein,4123.626,0,5709.949683,62.09677419,26,289,5145.4,15368.9,8808.3,8551.1,6718.1,15127.3,10918.2,9204.5,11365.8,8081.6,3671.4
Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,385.0923804,61.16838488,31,153,31,31,1,582,63.799,9.32,FALSE,High,Master Protein,428.866,0,4746.064775,61.16838488,31,153,1962.1,3579.9,6391.7,10137.3,8906.9,13855.7,6448.2,2380.3,1508.7,790.9,1295.4
P42345,Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1,384.2688472,33.54256571,72,125,70,70,1,2549,288.707,7.17,FALSE,High,Master Protein,3.781,1,2439.603939,33.54256571,72,125,1378.7,2204.8,2725.6,3803.4,3445.8,7326.2,5869.2,4512.7,6271,3694.3,2124.1
P25205,DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3,380.6516405,72.8960396,54,122,54,54,1,808,90.924,5.77,FALSE,High,Master Protein,35.425,0,2820.263047,72.8960396,54,122,2124.1,2093.8,2215.3,2671.4,2661.1,5861.2,5379.6,4611.7,8442,10097.5,6962
Q13576,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4,380.1274136,46.15873016,65,116,59,60,1,1575,180.465,5.64,FALSE,High,Master Protein,9,0,2312.844242,46.15873016,65,116,893.5,2786.1,3829.1,6127.8,6010.9,9030.3,4242.4,2266.9,2456.6,2058.9,4720.1
Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,378.5556964,24.6997161,108,127,108,108,1,4579,520.795,7.05,FALSE,High,Master Protein,1.596,0,1881.264378,24.6997161,108,127,1242,4656.6,4076.1,4724,4199.2,11485.2,10284.4,7771.5,5648.7,1949.2,2025.5
P69849,Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=3 SV=2,378.1272443,43.86252046,42,128,1,4,1,1222,134.049,5.67,FALSE,High,Master Protein,14.155,43,3154.597509,43.86252046,42,128,1174.8,2964.6,5220.9,8604,7798.8,13460,6152,2362.1,1637.6,1175.2,1478.1
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,374.5906736,28.2061369,58,112,39,40,1,2542,269.291,5.73,FALSE,High,Master Protein,5.283,1,2529.697381,28.2061369,58,112,620,1010.4,1153.9,1470.6,1511,3992.9,3638.9,2800,3028.9,1660.9,1270.9
Q6PGP7,Tetratricopeptide repeat protein 37 OS=Homo sapiens OX=9606 GN=TTC37 PE=1 SV=1,373.8040153,45.33248082,66,120,62,63,1,1564,175.375,7.53,FALSE,High,Master Protein,8.765,2,2646.7598,45.33248082,66,120,1208.2,3100.1,3168.7,4113.6,4098.6,10862.5,9627.1,7335.3,9951.9,4183.5,1804.3
Q14676,Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3,369.9323108,43.70512207,53,107,53,53,1,2089,226.529,5.47,FALSE,High,Master Protein,6.368,0,2254.567018,43.70512207,53,107,9839.2,1855.7,1686.4,1566.8,1236.3,2241.3,1689,1207.4,1545.7,1091.6,945.8
P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,369.5488955,60.70640177,51,122,36,50,1,906,100.009,6.29,FALSE,High,Master Protein,26.453,1,3081.528473,60.70640177,51,122,1428.9,6085.7,8060.8,9784.3,7582.8,11802.4,6406.7,3559.3,3890.7,2102.2,2509.2
P11047,Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3,360.3286509,43.62958359,55,104,54,54,1,1609,177.489,5.12,FALSE,High,Master Protein,9.557,1,2620.216007,43.62958359,55,104,1138,2951.5,4807,7319.6,6573.3,10858.9,5021.6,1978.6,1523.7,879.1,1522.2
P17844,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,358.2942319,68.0781759,47,204,34,34,1,614,69.105,8.92,FALSE,High,Master Protein,358.381,15,3588.385047,68.0781759,47,204,7281.1,3593.1,4193.2,5129.2,5391.7,14592.6,13226.8,10579.5,17446.6,8116,2143.9
P21796,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2,355.7892604,81.27208481,21,290,19,19,1,283,30.754,8.54,FALSE,High,Master Protein,9999,1,7285.3253,81.27208481,21,290,2617.6,33810.8,26182.6,16903.9,5594.9,5468.9,3009.1,1853.2,2144.6,1605.8,2049.4
P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3,354.9671849,82.73381295,34,178,29,34,1,417,44.586,8.1,FALSE,High,Master Protein,999,0,3429.667338,82.73381295,34,178,2595,3240.5,3952.1,5261.7,4702.7,7760.8,5937,6024.7,7504.7,5632.5,32644.6
P11388,DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,354.6749374,44.80731548,70,118,54,54,1,1531,174.276,8.72,FALSE,High,Master Protein,11.19,13,2236.717641,44.80731548,70,118,13392.8,8554.3,6045.3,5698.2,4277,8656.5,6844.8,4626.8,5132.4,2853.1,1880.9
Q15021,Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,354.0745521,48.46538187,57,122,57,57,1,1401,157.082,6.61,FALSE,High,Master Protein,9.259,0,2775.359091,48.46538187,57,122,1355,4959,4526.2,5033.6,4577.3,10923.4,9329.4,6717.1,7335.4,3221.8,1757.1
O75179,Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3,352.004016,29.85017288,60,110,40,40,1,2603,274.088,6.52,FALSE,High,Master Protein,5.417,16,2155.951838,29.85017288,60,110,934.9,2022.5,2065.5,2532.8,2713.2,7802.9,7167,5642.3,5323.6,2743.4,2315
Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,350.8999512,53.52348993,43,136,43,43,1,1192,129.851,4.5,FALSE,High,Master Protein,25.827,0,2754.163483,53.52348993,43,136,1215,2785.9,3733.5,5687.3,5896.7,12169.1,7032.1,3486.1,3665.6,1559.5,1517.9
Q14160,Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=4,350.6348355,47.97546012,65,114,61,61,1,1630,174.778,5.07,FALSE,High,Master Protein,8.261,3,2384.287915,47.97546012,65,114,906.1,4208.7,5920.9,7180.2,5214.6,7400,3568,1970.8,2229.9,1367.6,2028
P78344,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1,347.6306945,59.42668137,50,140,49,50,1,907,102.297,7.14,FALSE,High,Master Protein,33.236,0,2971.537588,59.42668137,50,140,1194.6,2488.4,2927.5,3946.6,4008.8,10493.1,8933.5,7622.9,9315.5,6094.1,1374.8
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,346.5353869,48.27898551,46,111,44,45,1,1104,122.78,5.83,FALSE,High,Master Protein,24.929,1,2706.76722,48.27898551,46,111,912.2,3621.1,5203.1,8109.8,8210.1,16504.1,8774.7,3789.2,2805,1416.2,1673.1
Q7Z2W4,Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3,346.3875138,63.85809313,48,119,47,47,1,902,101.367,8.4,FALSE,High,Master Protein,17.92,1,2452.242586,63.85809313,48,119,969.3,2024.9,2604.7,3622.1,3573.5,8310.5,6137.7,4282.3,5911.9,2654.1,1196.2
O00429,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,345.1096016,73.91304348,49,113,49,49,1,736,81.826,6.81,FALSE,High,Master Protein,35.115,0,2800.208702,73.91304348,49,113,1480.5,2186.2,2396.8,3037.9,3054.3,7160.5,6604.1,5009.2,5076.9,3203,3489.9
Q96AE4,Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3,342.3663052,65.68322981,36,155,27,27,1,644,67.518,7.61,FALSE,High,Master Protein,237.989,2,2955.839241,65.68322981,36,155,9209.1,2613.6,2647,2860.7,2950.9,7490,6802.2,5575.5,7435.6,2138.7,1897.5
Q15155,Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5,341.3541044,41.40752864,39,121,1,1,1,1222,134.239,5.81,FALSE,High,Master Protein,11.509,0,2871.613273,41.40752864,39,121,6.9,26.8,55.1,91,85.7,123.4,53.1,12.7,4.6,2.3,3.5
Q5JSZ5,Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2,339.6470858,37.81965007,66,119,62,62,1,2229,242.817,8.34,FALSE,High,Master Protein,5.239,0,2047.350908,37.81965007,66,119,954.9,1524.9,1647.1,2034.6,1940.2,4518.1,4115.4,3408.3,5920.3,5756.7,862
Q12931,Heat shock protein 75 kDa  mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3,339.0467536,63.77840909,41,179,39,39,1,704,80.06,8.21,FALSE,High,Master Protein,60.897,2,3461.366071,63.77840909,41,179,1628.2,26055.6,15403.8,8582.3,3066,3961.2,2739.6,2026.9,2420,1775.3,2329.8
