Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,375.3454342,67.5,49,139,45,45,1,840,94.271,5.19,FALSE,High,Master Protein,47.939,2,2066.816937,67.5,49,139,927.1,1731.7,1828.1,1855.6,2432.9,3115.9,2355.7,3794,3547.9,5113.2,22906.5
Q99996,A-kinase anchor protein 9 OS=Homo sapiens OX=9606 GN=AKAP9 PE=1 SV=4,371.5773583,31.17481444,117,141,108,109,1,3907,452.708,4.98,FALSE,High,Master Protein,1.762,9,1349.316694,31.17481444,117,141,1883.4,2749.2,3558.6,3560.6,3299.4,5388.9,5419,5708.2,6957.6,4722.7,2677.4
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,371.2246766,69.68503937,35,221,35,35,1,508,57.081,4.87,FALSE,High,Master Protein,250.189,0,3113.650266,69.68503937,35,221,1074.2,4452.9,6639.9,9514.2,15174.3,14490.9,7399.9,3146.1,1937,1732.1,2851.1
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,367.8088641,49.01315789,71,137,70,70,1,1824,206.676,6.47,FALSE,High,Master Protein,8.583,0,1763.22506,49.01315789,71,137,1331.1,2938.1,3755.5,3876.4,5865.4,6281.7,4311,3499.9,4233.5,3235.5,1448.5
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,364.111317,60.69306931,46,121,46,46,1,1010,107.699,6.7,FALSE,High,Master Protein,20.544,0,2492.75449,60.69306931,46,121,934.1,1840.6,2334.7,2075.6,2486.9,4350.5,3520.5,2986.3,2820.6,7096.7,11311.3
Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,362.3978641,42.00726612,78,134,76,76,1,2202,251.301,7.09,FALSE,High,Master Protein,5.076,1,1521.154959,42.00726612,78,134,984.6,1374.1,1694.6,1829.2,2104.5,3234,3037.9,3544.4,6355.5,7685,728.5
P42345,Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1,362.1612929,32.95409965,68,106,67,67,1,2549,288.707,7.17,FALSE,High,Master Protein,3.125,0,1679.606375,32.95409965,68,106,824.6,1730.1,2406.3,2544,3100.2,3974.6,3365.1,3686.5,5108.3,3201,609.2
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2,360.4337384,44.03785489,67,137,56,56,1,1585,176.542,5.38,FALSE,High,Master Protein,12.804,2,1933.299884,44.03785489,67,137,663.5,1310.9,1823.7,1984.3,2611.8,4806,5168.8,6335.6,6516.8,3011.6,698.4
P07942,Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2,358.5004476,46.30459127,64,134,63,63,1,1786,197.909,4.94,FALSE,High,Master Protein,9.235,2,1702.593079,46.30459127,64,134,1261.1,2498.7,3717.6,5013.9,7245.8,6714.6,3518,1737.5,1392,1433.2,855.3
P03243,E1B 55 kDa protein OS=Human adenovirus C serotype 5 OX=28285 PE=1 SV=1,358.1400461,63.50806452,27,273,5,27,1,496,54.964,7.3,FALSE,High,Master Protein,2647.969,0,4210.643387,63.50806452,27,273,3458.1,12122.6,19147.3,6913.8,4856.5,5741.4,4877.2,4977.7,4888.5,6022.8,1807.1
P11047,Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3,355.815792,44.25108763,57,103,56,57,1,1609,177.489,5.12,FALSE,High,Master Protein,10.45,0,1871.079817,44.25108763,57,103,1147.6,2104.8,3350.2,4393.1,6399.4,5771.9,3141.2,1585.4,1387.1,1161.4,861.3
P78344,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1,354.8219136,57.55237045,48,127,47,48,1,907,102.297,7.14,FALSE,High,Master Protein,33.236,0,2510.156654,57.55237045,48,127,1056.7,1641.8,2224.5,2363.1,3341.4,5845,6034.6,7470.2,8490.6,5799.5,596.3
P40939,Trifunctional enzyme subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2,354.7123064,58.19134993,38,114,38,38,1,763,82.947,9.04,FALSE,High,Master Protein,58.948,0,2546.282427,58.19134993,38,114,1157,8796.9,16761.9,12158.8,2291.8,1668.3,1063.4,1097.3,1140.4,1227.5,875.6
Q99798,Aconitate hydratase  mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2,353.9486478,60.12820513,39,107,39,39,1,780,85.372,7.61,FALSE,High,Master Protein,83.495,0,1769.618368,60.12820513,39,107,696.2,6578.2,12449.2,9360.4,1996.2,1311.6,844.7,711.2,940.5,1006.3,628
Q6PGP7,Tetratricopeptide repeat protein 37 OS=Homo sapiens OX=9606 GN=TTC37 PE=1 SV=1,351.5830055,43.28644501,63,115,60,61,1,1564,175.375,7.53,FALSE,High,Master Protein,8.313,1,2061.618759,43.28644501,63,115,1401.4,1710.7,2459.9,2462.5,3308.5,5423.2,5554.3,6478,8293.4,5353.4,833.8
Q15075,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,348.6271227,54.57122608,79,143,74,76,1,1411,162.367,5.68,FALSE,High,Master Protein,8.391,3,1403.662407,54.57122608,79,143,1461.8,2407.1,2684.4,3115.2,5943.9,7473.3,5257.1,3795.2,4241.1,3876.3,6242.9
Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,344.2455094,60.13745704,30,116,30,30,1,582,63.799,9.32,FALSE,High,Master Protein,250.189,0,2373.12913,60.13745704,30,116,1374.1,2457.1,3687.7,5107.6,7113.6,6159.9,3319.3,1621.1,1284.9,1086.7,506.9
Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,343.5103331,57.38255034,42,116,42,42,1,1192,129.851,4.5,FALSE,High,Master Protein,21.758,0,1811.361307,57.38255034,42,116,1106.7,2235.6,2590.9,3064.8,4395.4,5657.7,4094.7,2628.8,2586.3,1291.4,716.6
P13797,Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4,339.2623108,62.53968254,36,115,26,26,1,630,70.766,5.6,FALSE,High,Master Protein,70.969,12,2249.519404,62.53968254,36,115,649.2,1931.5,2925.3,3703.6,9821.7,10349.7,4178.4,1966.7,1514.5,1520.5,6386.1
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,337.9119073,48.55072464,41,86,39,39,1,1104,122.78,5.83,FALSE,High,Master Protein,15.755,1,2364.978191,48.55072464,41,86,648.8,2513.3,3298.9,4086,6070,6840,4327.1,2261.7,1719.1,1234.8,615.5
P39023,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,336.7337874,55.33498759,25,228,23,23,1,403,46.08,10.18,FALSE,High,Master Protein,5924.531,2,3266.143525,55.33498759,25,228,2691.1,3029.4,4310.8,4530.9,6492.3,11525.3,11474.5,13059.6,13102.4,6015.3,1173.7
