Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
Q15075,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,566.2288956,68.10772502,106,210,99,100,1,1411,162.367,5.68,FALSE,High,Master Protein,29.968,5,2683.850429,68.10772502,106,210,6806.5,5025.9,5589.8,8331.2,13024.9,17447,19014.6,15347.6,12124,8939.2,10936.7
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,560.2222431,62.56256256,54,269,53,54,1,999,111.266,5.22,FALSE,High,Master Protein,81.54,0,4967.18297,62.56256256,54,269,2828.9,9231.7,13043.7,22129.5,30992.9,27942.3,21765,8213.9,4221.4,3288.8,7848.9
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,556.1241083,71.1627907,51,295,49,49,1,645,72.887,5.07,FALSE,High,Master Protein,520.665,2,5596.464014,71.1627907,51,295,3103.4,11633.1,16971.1,29415.3,41547.5,38005.9,29328.3,10633.8,5564.7,4091.5,11573.2
Q5UIP0,Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2,543.2896941,46.39967638,94,150,93,93,1,2472,274.294,5.52,FALSE,High,Master Protein,7.783,1,2594.54508,46.39967638,94,150,29304.4,5437,5154.7,4138.3,3778.3,3999.4,4362.1,4636.7,3713.9,2730.7,1958
Q12931,Heat shock protein 75 kDa  mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3,539.6491407,69.88636364,45,312,43,43,1,704,80.06,8.21,FALSE,High,Master Protein,315.228,1,4835.141368,69.88636364,45,312,3495.4,52819.5,50379.5,29414.2,9361.4,4423.7,3360.9,2873.5,3082.7,2884,3179.7
P49454,Centromere protein F OS=Homo sapiens OX=9606 GN=CENPF PE=1 SV=3,538.3196745,41.49004496,136,185,123,126,1,3114,357.306,5.1,FALSE,High,Master Protein,3.891,5,2371.367855,41.49004496,136,185,15718.3,9470,9886.3,7521.2,5113,5527.3,6200.4,6132.9,4760.1,4054.9,1641.6
Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2,533.1854128,60.55875103,83,217,80,80,1,1217,141.454,7.18,FALSE,High,Master Protein,68.417,4,3152.732068,60.55875103,83,217,23429.1,8189.5,8635,8955.4,9520.5,11467.6,13568.4,15365.6,17150,13636.9,2437.4
Q14839,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2,527.6780893,43.14853556,83,181,59,65,1,1912,217.867,5.86,FALSE,High,Master Protein,22.52,17,2754.074422,43.14853556,83,181,52135.9,9730.6,8840.6,7016.8,5893.5,5223,4756.8,3743.1,3569,3543.5,2952.4
Q02952,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,527.3897682,60.88664422,74,139,74,74,1,1782,191.367,4.41,FALSE,High,Master Protein,16.891,0,2730.305491,60.88664422,74,139,964.7,3794.1,3938.1,4434.3,4027.7,3747.5,3192.7,2167.4,3418.6,1866.4,20279.8
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,526.5818459,47.97149123,77,168,76,76,1,1824,206.676,6.47,FALSE,High,Master Protein,14.647,0,2793.686727,47.97149123,77,168,2979.1,5312.5,5451.2,7194.3,9632,11032,10009,8103.4,7815,7112.4,3059
O95613,Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,522.6091892,38.00959233,126,167,121,122,1,3336,377.806,5.55,FALSE,High,Master Protein,3.52,5,2397.116132,38.00959233,126,167,4401.9,6570.2,6861.2,8012.2,6550.7,6843.5,7159.7,7405.9,8072,7871.1,3544.5
P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,507.3784386,79.45205479,56,288,56,56,1,730,77.464,8.7,FALSE,High,Master Protein,194.393,0,5364.77365,79.45205479,56,288,37059.1,8947.9,8692.7,8694.1,9116.4,13556.2,15641.9,21478.2,26160.5,17127.8,3315.1
P07942,Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2,493.9205423,51.84770437,76,175,74,74,1,1786,197.909,4.94,FALSE,High,Master Protein,18.179,2,2938.172971,51.84770437,76,175,2572.9,6628.2,8802,14063.6,17378.2,14783.2,11000.1,4816,3157.2,2674.3,2747.8
Q14690,Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3,490.1685835,45.21646179,82,205,82,82,1,1871,208.57,8.87,FALSE,High,Master Protein,11.175,0,2902.418337,45.21646179,82,205,10655.5,3225.1,3652.4,3781.4,4212.6,6198.3,8234,15627.9,26416.6,12599.2,2748.1
Q8NCM8,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC2H1 PE=1 SV=4,484.5193086,28.92964941,120,177,116,116,1,4307,492.311,6.54,FALSE,High,Master Protein,2.446,3,2222.331144,28.92964941,120,177,3181.3,4285.7,4665,5527,6113.2,8286.2,9891.7,12070.6,13341.4,10152.4,2721.4
P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,483.3524348,66.99779249,54,166,38,38,1,906,100.009,6.29,FALSE,High,Master Protein,71.385,17,3349.746304,66.99779249,54,166,2772.5,8281.5,8240.4,10179.5,11044.2,10743.2,10064.7,6519.1,4429.2,3405.3,2097.6
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,481.8890057,62.17821782,53,219,53,53,1,1010,107.699,6.7,FALSE,High,Master Protein,49.119,0,4494.388895,62.17821782,53,219,9099.9,6972.9,6791.7,7506.9,7786.7,9532.6,10691.1,12461.7,15272.8,13665.6,14884
Q14160,Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=4,479.3326999,48.2208589,66,148,63,63,1,1630,174.778,5.07,FALSE,High,Master Protein,15.26,4,3113.218679,48.2208589,66,148,1482.7,6423.9,6956.1,9217,9518,8612.1,7514.6,4170.8,2462.3,1881.8,2252.9
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,478.9729236,69.4047619,53,206,51,51,1,840,94.271,5.19,FALSE,High,Master Protein,99,1,3994.173685,69.4047619,53,206,1623.1,3264.9,3351.9,4306.1,4583.2,4339,4067,3050.9,8739,4881.2,60221.2
O75153,Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2,474.5819811,54.08708938,58,161,56,57,1,1309,146.577,6.13,FALSE,High,Master Protein,24.719,0,3015.465092,54.08708938,58,161,2924.8,2623.5,2806.3,3373.6,3954.5,6189.8,7803.7,10607.9,11910,10151,2941.3
Q12923,Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens OX=9606 GN=PTPN13 PE=1 SV=2,473.2072674,41.24748491,88,160,86,86,1,2485,276.733,6.42,FALSE,High,Master Protein,7.099,1,2136.127506,41.24748491,88,160,2842.4,7158.6,7888.4,10074.2,10256.8,8948.2,7438.8,4240,3024.2,2648.9,1765.7
P25205,DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3,472.1915554,73.51485149,50,166,50,50,1,808,90.924,5.77,FALSE,High,Master Protein,71.385,0,3129.89849,73.51485149,50,166,5338.7,3021.7,3117.6,3478.9,3823.4,4868.4,5734.6,7133,11701.6,14179.3,7423.9
P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,471.2261002,63.09047238,64,168,64,64,1,1249,138.263,6.32,FALSE,High,Master Protein,37.819,0,2443.323064,63.09047238,64,168,1396.6,4140.1,4506.9,5893.7,6460.7,6600.1,6263,5410.4,12636.2,21237.5,6787.1
Q9NVP1,ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2,468.683802,56.26865672,33,153,33,33,1,670,75.359,9.5,FALSE,High,Master Protein,680.292,0,3397.502669,56.26865672,33,153,6557.4,2108.2,2447.6,2877.6,3439,5553.9,7824.7,12678.1,17561.7,10121,1766.4
P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,467.7144983,66.0326087,41,215,40,41,1,736,79.636,8.84,FALSE,High,Master Protein,242.424,0,4226.911877,66.0326087,41,215,3195.1,5892.2,9052.9,15844.7,23315.6,21627.4,16939.6,5622.7,2797.2,2781.5,2488
Q5JPE7,Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1,465.9927551,49.64483031,49,143,1,1,1,1267,139.351,5.76,FALSE,High,Master Protein,24.433,53,3352.635183,49.64483031,49,143,2896.5,5549.1,7716.6,11808.6,15486.5,13259.2,10310.5,4214,2247,1783.1,1426.5
Q5VYK3,Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2,462.1358942,46.93766938,74,153,74,74,1,1845,204.16,7.12,FALSE,High,Master Protein,11.563,0,2497.80557,46.93766938,74,153,3434,3348.5,3703.5,4440.9,5417.3,7947.6,9661,13055.8,14815,18788.4,2164.1
P69849,Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=3 SV=2,460.6043932,50.32733224,49,143,1,1,1,1222,134.049,5.67,FALSE,High,Master Protein,26.826,0,3318.179081,50.32733224,49,143,29.6,307.5,281.2,245,197.3,158.4,124.8,34.2,7,8.8,3.1
Q15021,Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,459.0648605,54.03283369,64,160,64,64,1,1401,157.082,6.61,FALSE,High,Master Protein,14.849,0,2712.801634,54.03283369,64,160,6868.1,4847.1,4817.9,5315.5,6303.1,9627.4,12673,16570.5,12615.8,7521,2524.3
O75592,E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4,458.888649,26.78495083,117,152,115,115,1,4678,513.309,7.02,FALSE,High,Master Protein,2.369,1,2138.235108,26.78495083,117,152,1902.7,4422.9,4659.8,5667.1,5735.3,6872.2,7596.2,8843.6,10386.8,6529,1541
Q15155,Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5,456.5173116,49.34533552,48,141,2,2,1,1222,134.239,5.81,FALSE,High,Master Protein,26.826,0,3142.959569,49.34533552,48,141,82.6,289.8,383.4,494.6,567.9,470.5,356.7,126.3,54.7,37.6,218.7
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,453.9149684,78.54330709,41,345,39,40,1,508,57.081,4.87,FALSE,High,Master Protein,500.187,1,6291.300898,78.54330709,41,345,3032.2,10555.2,15630.7,27336.2,37412.7,34281.1,25599.7,9071.2,4687.4,3219.3,10117.2
Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,452.6621894,28.45599476,117,153,116,116,1,4579,520.795,7.05,FALSE,High,Master Protein,1.946,1,2052.700806,28.45599476,117,153,2052.5,3377.9,3631.6,4300.8,5109.6,7908.2,10209.4,13359.5,10946.5,6411.5,2036.8
Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,451.8174449,63.57388316,36,190,36,36,1,582,63.799,9.32,FALSE,High,Master Protein,1164.914,0,3518.782069,63.57388316,36,190,2746.8,5351.7,7707.2,12257.9,14873.1,12026.2,9145,3747.3,1869.4,1506.5,1126.9
Q14571,Inositol 1 4 5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2,451.7061508,35.80155498,92,159,70,70,1,2701,307.867,6.43,FALSE,High,Master Protein,5.947,8,2325.507451,35.80155498,92,159,1746.4,4176.1,5325.9,7719.1,9838.7,9341.1,7934.2,3765.7,2162.4,1821.3,1352
P11047,Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3,451.4726908,54.25730267,66,150,65,66,1,1609,177.489,5.12,FALSE,High,Master Protein,18.684,0,2553.153566,54.25730267,66,150,1400.2,3776.7,5019,8217.7,10373.8,8892.1,6500.1,2900.8,1959.1,1684.8,2090
Q13576,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4,444.2916063,49.96825397,70,156,63,64,1,1575,180.465,5.64,FALSE,High,Master Protein,13.791,1,2621.940908,49.96825397,70,156,1528.2,3623.1,4304.8,6788.1,10258.7,10032.1,7608.6,3483.6,2782.2,2398.8,7425.9
O15078,Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2,441.634487,44.29205325,122,174,112,116,1,2479,290.207,5.95,FALSE,High,Master Protein,5.036,3,1760.008304,44.29205325,122,174,3701.7,5651.6,5529.3,6691.3,6879.5,8244.7,9438,9520.8,11313.7,9152.3,3172.8
P03243,E1B 55 kDa protein OS=Human adenovirus C serotype 5 OX=28285 PE=1 SV=1,441.0386852,63.50806452,28,398,5,5,1,496,54.964,7.3,FALSE,High,Master Protein,5378.838,43,6777.698722,63.50806452,28,398,8532.5,27961.4,18734.2,16530.3,13133.7,13500.5,14597.3,15587,14611.7,12225.4,3883.8
Q14126,Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2,440.0582805,58.31842576,45,128,45,45,1,1118,122.218,5.24,FALSE,High,Master Protein,34.622,0,2393.711083,58.31842576,45,128,1280.4,5623.8,5776.5,7609.2,8572.8,8554.1,7586,4334.5,2250.3,1588.9,1153.6
Q71U36,Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1,432.1207469,64.5232816,26,478,0,1,1,451,50.104,5.06,FALSE,High,Master Protein,4640.589,43,6504.54086,64.5232816,26,478,4865.1,9673.3,9780.7,12826.7,13364,16172.7,13505.1,11150,17796.9,20635.6,74219.6
Q14676,Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3,431.2136132,50.7898516,68,138,67,68,1,2089,226.529,5.47,FALSE,High,Master Protein,12.895,0,2343.530252,50.7898516,68,138,18109.1,3931.7,3660.7,3016.7,2543.4,2340.3,2283.9,1883,1796.9,1556.6,1381
Q92878,DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1,429.2752834,60.51829268,94,169,90,91,1,1312,153.797,6.89,FALSE,High,Master Protein,27.419,2,2305.706618,60.51829268,94,169,23213.9,9552.3,8296.9,7842.4,7580.3,8546.6,10206.3,11776.1,13801.1,11632.6,2908.1
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2,425.3707115,46.49842271,78,163,67,68,1,1585,176.542,5.38,FALSE,High,Master Protein,15.982,14,2549.844132,46.49842271,78,163,2608.4,3841.2,4325.8,5430.5,6760.1,9943.3,12890.7,18103.2,17187.5,12028.2,3000.7
Q8TEQ6,Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,425.1643517,52.3872679,71,173,70,70,1,1508,168.483,6.62,FALSE,High,Master Protein,13.62,1,2356.251888,52.3872679,71,173,1817.2,4208.1,4367.5,5204.5,5733.8,7983.5,9306.7,10650.1,11249.2,10386.7,7679
P49411,Elongation factor Tu  mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2,424.4255949,74.11504425,31,201,31,31,1,452,49.51,7.61,FALSE,High,Master Protein,420.697,0,3572.686735,74.11504425,31,201,2734.1,38594.2,37229.8,21044.9,6593.3,3198.6,2634.1,2543.3,2414.3,2339.8,1835.6
Q5JTH9,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,423.2398199,51.04086353,63,138,61,61,1,1297,143.611,8.75,FALSE,High,Master Protein,24.58,2,2295.056311,51.04086353,63,138,4492.9,2266.3,2557.2,2935,3677.3,5755.4,7850.7,11659.9,15269.8,15156.7,1638.6
Q08378,Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2,422.0990614,52.26969292,72,121,66,66,1,1498,167.252,5.44,FALSE,High,Master Protein,10.828,5,2309.34834,52.26969292,72,121,3211.6,5106.1,5203.4,5862.2,5094.3,4796.8,4696.2,3855,3417.6,2615.4,3861.8
Q9H583,HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3,421.6519928,33.81529851,68,147,66,66,1,2144,242.215,6.54,FALSE,High,Master Protein,6.305,2,2458.877604,33.81529851,68,147,9913.1,3428.6,3773.6,4015.5,4494.7,6300.6,8063.4,13731.2,19972.8,10956.5,2310.3
O60716,Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1,419.4845331,63.32644628,50,138,49,50,1,968,108.103,6.23,FALSE,High,Master Protein,45.416,0,2552.870809,63.32644628,50,138,1612.3,4716.2,4691.7,6030.1,6439.1,6301.5,5585.9,3479.1,2339.9,1788.9,1140.3
