Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,584.6986936,73.40425532,95,236,92,93,1,1410,152.365,8.6,FALSE,High,Master Protein,30.623,2,4436.578122,73.40425532,95,236,3652.3,6583.2,10292.4,17545.2,15338.1,18820.7,9722.8,4800.5,3237.1,2471.1,2024
P12270,Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,571.8449209,47.60897165,115,213,109,110,1,2363,267.131,5.02,FALSE,High,Master Protein,15.322,4,3909.231312,47.60897165,115,213,14996.4,3062.8,3884,5114.3,4708.4,11155,9689.6,8084.9,9977.9,8235.4,6434.3
Q5JRA6,Transport and Golgi organization protein 1 homolog OS=Homo sapiens OX=9606 GN=MIA3 PE=1 SV=1,559.7248571,59.20293655,96,210,94,94,1,1907,213.57,4.84,FALSE,High,Master Protein,16.456,1,3981.97441,59.20293655,96,210,3678,4691.5,7062,13627.2,13188.2,17563.3,9074.8,3900.6,2669.1,2174.3,1728.8
P05023,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1,557.0611264,53.56793744,56,317,34,35,1,1023,112.824,5.49,FALSE,High,Master Protein,800.394,35,7304.03121,53.56793744,56,317,3337.3,14514.5,14783.3,22030.1,18434.7,21899,11950.4,5583.5,5969.3,2588.5,2730.8
Q14683,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,541.6495424,66.66666667,94,215,87,90,1,1233,143.144,7.64,FALSE,High,Master Protein,73.989,2,4304.355506,66.66666667,94,215,17437.1,3799.1,4584.2,6681.8,6971.3,19897.9,16687.8,13108.2,12469.1,7996.3,1919.2
A5YKK6,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,539.2576626,42.76094276,86,196,85,86,1,2376,266.768,7.11,FALSE,High,Master Protein,10.76,0,4118.570575,42.76094276,86,196,1830,2348.6,3196.3,5242.6,5700.5,16517.9,13586.5,10574.8,8010.6,3431.4,2275.3
P06576,ATP synthase subunit beta  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3,535.0951933,72.96786389,26,345,26,26,1,529,56.525,5.4,FALSE,High,Master Protein,8001.502,0,6931.339095,72.96786389,26,345,3537.7,21046.1,28005.1,20317.5,5957.4,5107.8,3031.9,2211.2,2374.1,2677.1,2242.7
Q14573,Inositol 1 4 5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2,506.7026781,41.59490827,98,189,88,88,1,2671,303.912,6.48,FALSE,High,Master Protein,8.419,8,3162.443349,41.59490827,98,189,2172.2,4853.2,6177.9,10483.8,9752.5,13974.6,7716.8,3688.8,2930.6,2396.5,2625.7
Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2,492.7202161,62.61298274,90,213,86,86,1,1217,141.454,7.18,FALSE,High,Master Protein,72.427,5,3836.892066,62.61298274,90,213,14183.7,4222.2,4790.6,6538.2,6396.8,16144.5,13438.9,10420.3,10103,6779.9,2549.2
O75153,Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2,486.7168685,56.4553094,61,185,59,60,1,1309,146.577,6.13,FALSE,High,Master Protein,41.482,1,3653.235146,56.4553094,61,185,2124.2,2051.9,2627.8,4049.6,4213,12469.5,10480.5,8599.7,7843.7,4697.7,1731.9
O43491,Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,482.7924054,69.25373134,60,208,54,54,1,1005,112.519,5.44,FALSE,High,Master Protein,92.16,7,4271.419269,69.25373134,60,208,1958.2,9651,8845.7,12846.8,10074.4,11459.2,6150.6,3029.8,3329.4,1756.1,2325.6
Q03001,Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4,473.4824422,19.85468956,137,194,119,119,1,7570,860.127,5.25,FALSE,High,Master Protein,1.049,5,2489.007779,19.85468956,137,194,3411.5,3085.1,3484.8,4800.5,4087.7,6938.4,4568.5,3265.5,3407.2,3143.2,2261.1
Q8NCM8,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC2H1 PE=1 SV=4,472.8363882,30.97283492,124,176,120,121,1,4307,492.311,6.54,FALSE,High,Master Protein,2.503,3,2808.306277,30.97283492,124,176,2614.4,3008.7,3819.5,5535.7,5434.5,14962.5,12457.6,9216,6717.3,4117.3,2311.9
Q5VYK3,Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2,468.8988982,50.78590786,75,157,75,75,1,1845,204.16,7.12,FALSE,High,Master Protein,11.563,0,3688.583428,50.78590786,75,157,2391.8,2378.9,3060.1,4410.3,4378.3,12462.6,10414.7,8472.6,8557.8,10041.1,1853.5
Q15154,Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5,463.3396317,50.09881423,74,175,71,72,1,2024,228.403,5.02,FALSE,High,Master Protein,15.353,0,3504.277751,50.09881423,74,175,1306.6,2492.3,2146.6,3038.9,3178.2,7669.5,5998.3,3990.9,4400.7,2824.2,1555.2
O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,456.7085592,28.69259412,113,155,98,111,1,4834,526.895,6.28,FALSE,High,Master Protein,2.176,1,2580.311951,28.69259412,113,155,1982.3,2345.2,3112.8,5176.5,5091.7,9381.3,6300,4193.1,5266.8,6845.3,1735
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,437.3551186,51.31578947,69,152,68,68,1,1824,206.676,6.47,FALSE,High,Master Protein,10.125,0,3225.43068,51.31578947,69,152,2356.8,3866.8,3964.1,6827.4,7126.1,11944.8,7707.8,4716,4768,3899.7,2622.3
Q5T4S7,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,431.810883,24.61894656,107,149,105,105,1,5183,573.476,6.04,FALSE,High,Master Protein,1.9,2,2538.243584,24.61894656,107,149,1193.7,1685.9,2017.9,2969.8,2352.7,4257.9,3196.4,3269.4,4043.7,15441.8,6224.6
P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,431.0955604,80.4109589,55,274,55,55,1,730,77.464,8.7,FALSE,High,Master Protein,178.699,0,5063.101758,80.4109589,55,274,28527.3,4010.6,5056.9,7157.2,6662.7,15087.5,12206,10930,17893.2,12240.7,3028.2
Q71U36,Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1,424.6624364,64.5232816,23,543,0,1,1,451,50.104,5.06,FALSE,High,Master Protein,16154.981,15,10379.16703,64.5232816,23,543,693.8,881.4,1168.4,1816.9,1603.8,2867.1,2082.7,1799.7,1978.4,2601.1,5202.7
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,424.336077,70.11904762,51,176,49,49,1,840,94.271,5.19,FALSE,High,Master Protein,84.317,2,3862.169414,70.11904762,51,176,1483.3,2291.5,2871.3,5002.3,3853.9,5831.4,3915.9,4578.5,5629.5,3968.6,36038.2
Q02952,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,422.8222545,56.3973064,64,130,64,64,1,1782,191.367,4.41,FALSE,High,Master Protein,12.376,0,2973.638717,56.3973064,64,130,1083.3,2031.6,2519.7,3696.4,2659.2,3013.7,1987.9,1570.1,1871.8,1074.7,10406
P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,422.8048296,67.21854305,53,182,37,52,1,906,100.009,6.29,FALSE,High,Master Protein,74.369,0,3258.514837,67.21854305,53,182,2350.5,5310.2,4725.4,6523,5553.3,8233.9,5224.3,3157.1,2945.2,2098.6,1900.6
Q12931,Heat shock protein 75 kDa  mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3,415.7844135,67.1875,44,228,42,42,1,704,80.06,8.21,FALSE,High,Master Protein,185.566,1,4863.388248,67.1875,44,228,2613,18849.2,24495.1,17676.6,5566.4,4681.6,2778.7,2043.9,2001.4,1947,2141.3
Q9NR30,Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,415.6139454,57.34355045,44,174,41,41,1,783,87.29,9.28,FALSE,High,Master Protein,315.228,4,3643.081424,57.34355045,44,174,22679.7,2197.6,3232.6,3577,3187.1,8001.6,6830.9,6231.9,10497.4,8743,2322.8
Q8TEQ6,Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,411.4419402,51.19363395,66,175,65,65,1,1508,168.483,6.62,FALSE,High,Master Protein,14.331,0,2850.040236,51.19363395,66,175,1348.8,2027.4,2379.2,3519.4,3829.9,10888,9196.7,7360.4,6798.3,7048.1,3375
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,408.4887842,69.6124031,44,221,42,42,1,645,72.887,5.07,FALSE,High,Master Protein,285.103,1,4785.145659,69.6124031,44,221,2223.4,4616.3,6930.9,13914.6,15471.5,21408.1,11362.9,4752.3,3216.9,2715.5,8944
O95613,Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,406.5816121,34.77218225,99,136,95,96,1,3336,377.806,5.55,FALSE,High,Master Protein,2.356,3,2164.737902,34.77218225,99,136,2403.3,2538.9,2854.7,3734,3224.8,7106.9,5637.5,4156.2,4177.5,3642,2575.6
Q6P2E9,Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,401.5309125,51.82012848,51,148,50,50,1,1401,151.567,5.86,FALSE,High,Master Protein,29.539,1,3170.279946,51.82012848,51,148,1024.6,1244.2,1557.2,2417.4,2481.8,6463.2,5389.9,4863.3,7113.5,3092.8,1100.9
P46939,Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2,394.2438445,31.72152636,96,137,91,92,1,3433,394.22,5.33,FALSE,High,Master Protein,2.716,2,2554.368962,31.72152636,96,137,1990.3,4643.5,4495.8,6306,4891.1,6520.1,3989.2,2378.1,2394.9,2066.6,1572.9
P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,388.4456333,64.80978261,37,212,36,37,1,736,79.636,8.84,FALSE,High,Master Protein,135.887,0,4303.405653,64.80978261,37,212,3785.9,3542.2,5784.7,11735.4,13346.6,18387.8,8270.9,2875.1,1832.6,1489.2,1429.2
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,387.3469189,64.65346535,49,157,49,49,1,1010,107.699,6.7,FALSE,High,Master Protein,29.432,0,3828.512881,64.65346535,49,157,2988.9,2349.6,3017.7,4598.4,4190.6,5921.9,4586.7,3600.6,4305.3,7311.5,14779.5
P25205,DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3,384.6337696,76.73267327,52,138,52,52,1,808,90.924,5.77,FALSE,High,Master Protein,55.805,0,3152.209129,76.73267327,52,138,4513.8,1605.1,2179,3177.5,2961.2,6928.4,5594.5,5225.5,7933,11904.7,6053.1
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,372.9698479,29.97639654,58,122,40,40,1,2542,269.291,5.73,FALSE,High,Master Protein,6.132,0,2895.693914,29.97639654,58,122,698.4,664,895.5,1439.1,1511.3,3775.2,3050.8,2386.4,2348,1955.2,803.5
P03243,E1B 55 kDa protein OS=Human adenovirus C serotype 5 OX=28285 PE=1 SV=1,372.2480436,62.5,25,310,4,25,1,496,54.964,7.3,FALSE,High,Master Protein,7016.038,0,6148.092319,62.5,25,310,6660.2,20267.1,10637,8971.8,7362.5,14899.6,11343.3,8980,8458.4,8719.3,2809.4
P39023,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,367.1983471,61.7866005,30,554,28,28,1,403,46.08,10.18,FALSE,High,Master Protein,90061.802,2,8994.860796,61.7866005,30,554,2739.5,4859.8,6694.6,11248.8,12323.9,35257.5,29146.5,22549.9,20421.1,11193,2825.5
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,367.0987535,55.19412382,44,174,44,44,1,953,105.769,5.39,FALSE,High,Master Protein,64.793,0,3361.085467,55.19412382,44,174,1173.5,1346.1,1696.1,2619,2039.6,3350.3,2552.6,3260.5,4683.6,26671.4,4389.5
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,364.2129494,56.25625626,46,128,45,45,1,999,111.266,5.22,FALSE,High,Master Protein,35.869,1,2898.418047,56.25625626,46,128,1450.1,2452.8,3708.8,7563.8,8174.2,11303.2,5826.8,2463.2,1714.6,1296.4,4116.2
Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,363.895781,60.40268456,44,171,44,44,1,1192,129.851,4.5,FALSE,High,Master Protein,41.17,0,3028.479662,60.40268456,44,171,1836.8,2777.6,3585,6380.9,6678.9,10628.1,6266.5,3058.8,2651.8,1654.7,1295
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2,363.2922039,45.23659306,72,152,60,61,1,1585,176.542,5.38,FALSE,High,Master Protein,13.454,1,2598.368087,45.23659306,72,152,1413.1,1495.9,1936.6,3145.3,3285.1,9250,7751.4,6383,6285.7,3532.2,1258.5
P07942,Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2,362.0324532,44.79283315,62,135,59,59,1,1786,197.909,4.94,FALSE,High,Master Protein,9.235,2,2527.409127,44.79283315,62,135,1443.1,2489.5,3682.2,6770.1,6352.4,8223.4,4211.1,1968.6,1508,1248.9,1788.6
O75179,Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3,359.5821108,31.0026892,62,109,41,41,1,2603,274.088,6.52,FALSE,High,Master Protein,6.132,19,2534.041073,31.0026892,62,109,1326.2,1301.8,1609.8,2446.1,2606.3,7476.5,6233.5,5077.4,4272.3,2924.7,1681.6
Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,356.1718037,35.96730245,67,117,66,66,1,2202,251.301,7.09,FALSE,High,Master Protein,4.77,0,1998.479015,35.96730245,67,117,1200.4,1369.2,1672.8,2575.1,2423.7,5128.7,3937.5,3356.5,4725.5,8707.7,1404.6
Q15075,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,355.2755411,56.34301914,79,144,74,74,1,1411,162.367,5.68,FALSE,High,Master Protein,8.793,3,1939.894853,56.34301914,79,144,2996.3,2406.8,3152.2,5718.7,6465.6,10234.3,6616.6,4226.8,4343.7,3719.1,7456.2
Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,354.1812724,22.9962874,103,125,101,101,1,4579,520.795,7.05,FALSE,High,Master Protein,1.536,0,1898.899134,22.9962874,103,125,1509.4,2347.7,2815.5,3879.9,3865.8,11136.5,9442.6,7516.1,5273.2,2275.7,1610.8
Q15021,Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,350.6369695,48.46538187,58,128,56,56,1,1401,157.082,6.61,FALSE,High,Master Protein,11.915,1,2599.883789,48.46538187,58,128,1759.5,2534.3,2807.4,4013.7,3943.6,10104.4,8313.3,6326.4,5727.2,3594.5,1465.4
P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,349.8344948,54.92393915,57,132,57,57,1,1249,138.263,6.32,FALSE,High,Master Protein,21.707,0,2484.55218,54.92393915,57,132,1315.2,2027.1,2359.7,3598.7,3246.4,5440.2,3803.8,3385.8,7003.5,12017.7,3913
Q14839,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2,348.8722855,42.83472803,72,133,50,51,1,1912,217.867,5.86,FALSE,High,Master Protein,8.16,21,2458.27936,42.83472803,72,133,26377.7,3400.7,3292.2,3404.3,2697.4,4042.9,2941.4,2286.6,2328.3,2336.4,2278.4
P25705,ATP synthase subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1,343.3837759,63.11030741,32,245,31,31,1,553,59.714,9.13,FALSE,High,Master Protein,269.665,1,5203.25509,63.11030741,32,245,3563.1,22427.2,29299.6,20767.3,5709.7,5325.3,3550.6,2727.5,2607.4,2388.3,2499.2
Q13576,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4,342.1410358,44.44444444,62,130,56,57,1,1575,180.465,5.64,FALSE,High,Master Protein,7.318,1,2498.051077,44.44444444,62,130,1406.1,2512.3,2740.6,5239.9,5694.6,8207.5,4438,2294.3,2005.8,2051.2,3881.2
P13797,Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4,342.0520946,64.44444444,38,177,28,28,1,630,70.766,5.6,FALSE,High,Master Protein,145.78,11,3350.425163,64.44444444,38,177,1656.7,3146.7,4256.9,10285.2,12854,18965,9348.5,4128.1,3230.9,2599.6,13091.8
Q6PGP7,Tetratricopeptide repeat protein 37 OS=Homo sapiens OX=9606 GN=TTC37 PE=1 SV=1,341.9486401,45.33248082,68,128,64,65,1,1564,175.375,7.53,FALSE,High,Master Protein,10.26,1,2524.237372,45.33248082,68,128,1593.4,2052.6,2774.3,4265.5,4566,11674.5,9303.3,7750.4,8827.8,5536,1770
P11388,DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,337.5225367,49.83670803,72,121,54,55,1,1531,174.276,8.72,FALSE,High,Master Protein,11.809,13,2282.360516,49.83670803,72,121,29607.2,4329.5,3990.9,4211.4,3580.2,6629.8,5100.5,3727.6,3592.3,2961.6,1668.9
Q5JPE7,Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1,336.0693878,47.04025257,44,116,0,3,1,1267,139.351,5.76,FALSE,High,Master Protein,10.683,40,2881.854671,47.04025257,44,116,2733.7,3032.1,4942.9,9015.6,8395.7,10594.9,5351.2,2359.2,1673.4,1366.8,1266.8
Q96Q15,Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3,333.6698658,26.68669762,83,118,81,82,1,3661,410.241,6.46,FALSE,High,Master Protein,2.235,1,1977.387624,26.68669762,83,118,1156.2,1707.1,2126.3,2794.9,2610.1,5646.3,4436.1,3641.9,4624.9,4012.4,1601.2
P21796,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2,333.6004636,80.21201413,19,396,17,17,1,283,30.754,8.54,FALSE,High,Master Protein,21543.347,2,9013.162625,80.21201413,19,396,2844.5,19790,28365.1,22086.3,6679,5185.9,2898.1,1948.1,1863.1,1835.3,1859.5
P42345,Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1,332.1150267,33.77795214,75,115,72,72,1,2549,288.707,7.17,FALSE,High,Master Protein,3.441,1,2077.966466,33.77795214,75,115,964.2,1261.2,1637.5,2853.1,3022.4,5912.6,4390,3373,4027.9,3665.2,995.9
Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,331.3011976,62.19931271,31,132,31,31,1,582,63.799,9.32,FALSE,High,Master Protein,367.695,0,4261.561412,62.19931271,31,132,2438.1,3284.9,5378.9,10328.1,9146.4,10409.9,5033.3,1889.9,1200.7,972.2,789.9
P40939,Trifunctional enzyme subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2,322.9023311,61.86107471,40,164,40,40,1,763,82.947,9.04,FALSE,High,Master Protein,80.491,0,3695.504805,61.86107471,40,164,2112.8,12266.1,15930,11167.5,3055.7,2646.1,1606.4,1241.5,1273.1,1432.2,1318.9
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,322.8807811,73.42519685,37,197,36,36,1,508,57.081,4.87,FALSE,High,Master Protein,166.88,1,4102.066052,73.42519685,37,197,2370,4827,7364.3,14461.4,16067.5,22596.8,11610.5,4736.7,3297,2835.5,8083.1
P49411,Elongation factor Tu  mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2,322.8316564,69.24778761,27,166,27,27,1,452,49.51,7.61,FALSE,High,Master Protein,293.273,0,4654.194245,69.24778761,27,166,2226.4,14125.6,18781.9,13456.6,4075.2,3101.7,1742.7,1346.9,1429.4,1662.3,1520.4
P17844,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,322.5051079,61.56351792,37,174,28,28,1,614,69.105,8.92,FALSE,High,Master Protein,243.844,0,3687.020673,61.56351792,37,174,5701.1,1556.7,2143.7,3052.6,3111.1,8009.5,6612,5687.9,8330.2,7431.6,1073.9
Q15155,Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5,321.9329811,46.8903437,42,114,1,1,1,1222,134.239,5.81,FALSE,High,Master Protein,10.734,0,2786.982212,46.8903437,42,114,14,16,27.4,47.4,42.5,47.1,23.9,8,6,NA,3.2
Q9BXJ9,N-alpha-acetyltransferase 15  NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1,321.4209584,55.31177829,55,170,45,45,1,866,101.208,7.42,FALSE,High,Master Protein,44.845,11,2964.235391,55.31177829,55,170,1667.2,1939.3,2375.3,3921.1,4325.8,14514.6,12541.9,10644.8,7791.2,3737.4,3278.4
O75592,E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4,320.3619699,20.05130398,84,116,84,84,1,4678,513.309,7.02,FALSE,High,Master Protein,1.364,0,1943.806501,20.05130398,84,116,1449.1,2071.7,2315.8,3356.5,3177.2,7461.3,5944.9,4578,4553.1,2696.4,1364.9
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,319.6551416,48.82246377,44,121,42,43,1,1104,122.78,5.83,FALSE,High,Master Protein,25.98,1,2924.643252,48.82246377,44,121,2099.8,3243.9,4422.3,7997.5,8215.5,12134.6,6949.7,3280.2,2397.6,1657,1241.3
P02786,Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2,314.2254545,52.36842105,38,146,37,38,1,760,84.818,6.61,FALSE,High,Master Protein,57.171,0,3075.440449,52.36842105,38,146,1111,2565.3,2901.9,5381.9,6959.1,15586.5,10699.6,5745.8,3469.3,1402.2,1168.3
