Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
Q00341,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,596.8060952,61.43533123,74,283,71,71,1,1268,141.368,6.87,FALSE,High,Master Protein,70.097,2,5124.086518,61.43533123,74,283,3096.6,5065.4,6740.8,9321.8,9639.9,18745.4,14258.4,11613.8,9304.2,3981.7,2289.2
Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,567.1558474,75.95744681,97,217,93,93,1,1410,152.365,8.6,FALSE,High,Master Protein,19.375,4,4292.476962,75.95744681,97,217,3793.4,6942.8,10329.2,14495.4,13490.4,17583.2,8296.4,4556.7,3385.3,2205.4,1515.8
P06576,ATP synthase subunit beta  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3,560.6642992,75.80340265,27,337,27,27,1,529,56.525,5.4,FALSE,High,Master Protein,4100.127,0,6676.350678,75.80340265,27,337,3335.5,26405,24160.4,11695.7,3989.8,4431.9,2454.6,2409.4,2502.4,2697.4,2307.3
P11717,Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3,557.8277727,46.80851064,92,180,91,92,1,2491,274.199,5.94,FALSE,High,Master Protein,7.397,0,3792.516236,46.80851064,92,180,1924.6,3268.1,4283.8,5853.2,8531.1,15849.1,12481,9180.8,8250.7,2501.9,1796.4
Q5JRA6,Transport and Golgi organization protein 1 homolog OS=Homo sapiens OX=9606 GN=MIA3 PE=1 SV=1,532.8950245,54.90298899,92,194,90,90,1,1907,213.57,4.84,FALSE,High,Master Protein,12.46,2,3615.570641,54.90298899,92,194,3232.7,4440.1,6355.4,10070.7,9984.1,14504.7,6428.4,3252.5,2193.7,1913.8,1620.4
A5YKK6,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,526.5674784,42.71885522,92,179,91,92,1,2376,266.768,7.11,FALSE,High,Master Protein,7.783,0,3877.605806,42.71885522,92,179,2007.1,3353.7,4056.9,5304.3,6569.6,16149.6,14833.2,12818.3,11409.1,4044.1,2106
O43491,Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,519.513801,65.77114428,57,194,52,52,1,1005,112.519,5.44,FALSE,High,Master Protein,64.371,6,4182.327328,65.77114428,57,194,2097.9,10392.6,11547.3,13729.9,10498.1,11647.6,5364.3,3171.4,3385.5,1996.1,2735.9
P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,510.1097858,80.4109589,53,305,53,53,1,730,77.464,8.7,FALSE,High,Master Protein,194.393,0,5019.079052,80.4109589,53,305,27922.3,5365.9,5365.1,5734.2,5798.6,11497.8,9796.4,10618.3,17860,9367.2,3029
Q03001,Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4,508.631616,21.98150594,152,194,135,135,1,7570,860.127,5.25,FALSE,High,Master Protein,1.209,5,2728.416116,21.98150594,152,194,4059.2,4317.8,4616.6,4993.1,4414.2,6963.3,4502.4,3713.4,4830.3,4250.7,2662.5
Q14683,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,506.9933916,63.34144363,86,203,82,83,1,1233,143.144,7.64,FALSE,High,Master Protein,36.979,2,4303.383867,63.34144363,86,203,18194.2,5372.5,5503.2,6186.9,6948.7,16570.2,15117.7,13077.1,14943.7,8144,2215.8
Q14573,Inositol 1 4 5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2,493.3129084,38.48745788,88,183,77,77,1,2671,303.912,6.48,FALSE,High,Master Protein,5.579,9,2872.180725,38.48745788,88,183,2289.7,5174.6,7031.8,9565.3,9822.9,13981.1,7040.6,3630,2724.2,2223.2,1613.7
P46939,Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2,492.1079314,35.79959219,108,157,103,105,1,3433,394.22,5.33,FALSE,High,Master Protein,3.183,2,3000.314045,35.79959219,108,157,1876.8,4834,5413.1,6634,5173.8,6599.1,3538.3,2422.5,2523.9,2450.5,1941.2
Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2,487.5229444,59.40838127,75,182,73,73,1,1217,141.454,7.18,FALSE,High,Master Protein,40.875,3,3422.33267,59.40838127,75,182,15460.5,5797.9,5786.2,6082.4,6474.5,14476.6,12865.2,11245.9,12909.3,7649,2484.5
Q5T4S7,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,475.3754326,24.6382404,107,158,106,106,1,5183,573.476,6.04,FALSE,High,Master Protein,2.022,1,2664.709902,24.6382404,107,158,1592,1959,2071.1,2410.3,2290.6,3911.8,2959.7,3580.5,4944.7,19707.1,5432.3
Q5VYK3,Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2,462.1678447,46.99186992,69,139,69,69,1,1845,204.16,7.12,FALSE,High,Master Protein,8.795,0,3132.026101,46.99186992,69,139,2756.5,2477.4,2798.9,3232.6,3943.8,9411.5,9387.6,8199.9,9757.9,9540.5,1424
Q8NCM8,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC2H1 PE=1 SV=4,459.4425725,27.65265846,115,158,111,112,1,4307,492.311,6.54,FALSE,High,Master Protein,2.124,3,2464.545891,27.65265846,115,158,2701.1,3247.6,3554.1,4076,4654.8,11506.3,10474.8,8731.4,7862.9,4647.7,2099.5
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,428.2470533,50.43859649,73,135,72,72,1,1824,206.676,6.47,FALSE,High,Master Protein,9.215,0,2704.045217,50.43859649,73,135,1677.9,3070.7,3363.8,4857.7,5193.9,8671.9,5126.6,3637.2,4178.7,3236.4,1971.6
P39023,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,419.8366583,58.31265509,25,563,23,23,1,403,46.08,10.18,FALSE,High,Master Protein,53365.992,2,10271.00688,58.31265509,25,563,3073.8,5717.5,7449.7,9457.9,11997.8,29150.3,26373.7,22709.7,23794.9,11861.2,2454.7
Q9NR30,Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,415.441021,58.10983397,46,186,43,43,1,783,87.29,9.28,FALSE,High,Master Protein,196.449,3,3558.112329,58.10983397,46,186,21896.1,3345,3814.2,3482.3,3466.7,7508.8,7194.6,7779.1,16207,10720.8,2015.2
P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,411.6672408,65.01103753,50,138,35,35,1,906,100.009,6.29,FALSE,High,Master Protein,36.927,11,3308.308017,65.01103753,50,138,2401.8,6144.4,6495.9,7011.7,6098.1,7950.3,4782.6,3212.5,3356.7,2345.1,2310.2
Q02952,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,410.1706225,58.52974186,62,119,62,62,1,1782,191.367,4.41,FALSE,High,Master Protein,7.647,0,2690.723202,58.52974186,62,119,832.7,1975.5,2077.3,2375.3,1907.4,2417.5,1325.9,1463.1,1756.2,1124.7,8662.4
Q12931,Heat shock protein 75 kDa  mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3,407.8590093,64.20454545,41,221,39,39,1,704,80.06,8.21,FALSE,High,Master Protein,89.852,0,4555.229527,64.20454545,41,221,2843.9,25789.5,23544.5,11371.8,3938.5,3975.2,2384.9,2056.1,2325,2057.4,2500.9
P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,406.831468,63.99456522,38,172,38,38,1,736,79.636,8.84,FALSE,High,Master Protein,104.372,0,3936.573072,63.99456522,38,172,3120.1,6127.7,8317.5,11610.8,12090.9,16237.9,6021.2,2543.7,1823.7,1890.3,1530.6
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,405.2796162,68.37209302,41,231,39,40,1,645,72.887,5.07,FALSE,High,Master Protein,140.963,1,4968.217572,68.37209302,41,231,2256.5,6298.7,9534.5,15735.4,16328.9,24485.6,10250.6,4819,2983.1,2351.3,6955.8
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,404.694543,67.73809524,51,174,49,49,1,840,94.271,5.19,FALSE,High,Master Protein,44.204,2,3664.568561,67.73809524,51,174,1299.9,2406.4,2746.2,3459.7,3379,4182.4,2873.3,4225.5,5778.9,4833.7,35263.4
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,400.9725667,61.18811881,51,139,51,51,1,1010,107.699,6.7,FALSE,High,Master Protein,23.173,0,3342.243267,61.18811881,51,139,2927.2,3334.2,3769.8,4419.8,4492.6,5503.1,3976.8,3827.5,5259.7,8606.2,17141.4
Q15154,Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5,400.4074028,41.10671937,64,133,61,62,1,2024,228.403,5.02,FALSE,High,Master Protein,7.745,0,2872.680493,41.10671937,64,133,1189.9,2924.7,2516,2753.5,3236.5,6819.8,4972.9,3657.4,3785.9,2465.5,1147.4
P11388,DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,395.3219883,50.22860875,74,135,55,56,1,1531,174.276,8.72,FALSE,High,Master Protein,12.13,15,2695.193065,50.22860875,74,135,27021,7639.2,5684.3,4729.8,3701.9,6097.7,4395.2,3779.3,4099.5,3297.1,1638.8
O75153,Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2,392.7035836,52.02444614,56,135,55,56,1,1309,146.577,6.13,FALSE,High,Master Protein,12.434,0,3041.620383,52.02444614,56,135,1862.1,1895.8,2136.9,2461.1,3220.5,7639.4,7947.1,6899.3,7779,4043.7,1414.6
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,392.3488285,54.05405405,46,124,45,46,1,999,111.266,5.22,FALSE,High,Master Protein,26.123,0,3028.599311,54.05405405,46,124,1692.4,4273.3,6572.5,10561.7,11050.1,16114.9,6596.2,3102.7,2163.8,1699,3979.4
Q8TEQ6,Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,392.0168617,45.82228117,58,150,58,58,1,1508,168.483,6.62,FALSE,High,Master Protein,9.486,0,2645.979786,45.82228117,58,150,1535.1,2417,2664.7,3086.2,3733.7,9169.8,8845.2,7759.8,8783.4,7735,3500.7
O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,389.2588906,24.45179975,96,137,80,93,1,4834,526.895,6.28,FALSE,High,Master Protein,1.767,3,2322.117262,24.45179975,96,137,1588.4,2672.8,2996,3320.1,3311.2,5645.8,3511.5,2807.8,4039.1,5094.2,1812.6
Q6P2E9,Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,382.6848932,51.89150607,48,127,47,47,1,1401,151.567,5.86,FALSE,High,Master Protein,15.876,1,2598.254598,51.89150607,48,127,980.2,1526.2,1617.9,1853.8,1993.1,4635.7,4232.4,4656.7,7365.6,3034.2,1297.8
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,377.2448914,54.66946485,44,161,44,44,1,953,105.769,5.39,FALSE,High,Master Protein,48.081,0,3079.315678,54.66946485,44,161,1266.6,1855.3,1927.7,2162,1928.2,3020.1,2293.3,3519.4,5725.8,31582.8,3807.3
Q14676,Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3,376.3269846,49.78458593,62,121,62,62,1,2089,226.529,5.47,FALSE,High,Master Protein,9.985,0,2219.12763,49.78458593,62,121,9948.8,1856.8,1713.2,1327,1126.8,1706.9,1246.5,1108.2,1357.1,1138.4,762
Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,375.8336813,60.31879195,45,156,45,45,1,1192,129.851,4.5,FALSE,High,Master Protein,31.95,0,2721.432313,60.31879195,45,156,1772,3775.6,4455.7,6224.1,6788.9,11329.7,6349.8,3861.5,3984,2204,1373.7
Q15021,Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,368.4750452,48.89364739,55,128,55,55,1,1401,157.082,6.61,FALSE,High,Master Protein,8.261,0,2764.308333,48.89364739,55,128,2618.3,3899.5,3704.1,3980.5,4192,9192,8096.4,6963.9,7169.7,3993.6,2013.4
P21796,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2,366.7867566,90.10600707,23,367,21,21,1,283,30.754,8.54,FALSE,High,Master Protein,9999,2,8474.544715,90.10600707,23,367,2858,32563.9,31976.5,16599.5,5413.7,5002,2652.8,2150.8,2134.2,1961.5,1637.5
Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,363.1000778,36.55767484,66,127,66,66,1,2202,251.301,7.09,FALSE,High,Master Protein,4.029,0,2182.218159,36.55767484,66,127,1542.4,2083.7,2400.2,2708.9,2855,5217.4,4366.1,4135.6,6690.2,9823.1,1530
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,362.9798403,50.27173913,45,112,43,44,1,1104,122.78,5.83,FALSE,High,Master Protein,23.92,1,2793.944673,50.27173913,45,112,2256.2,3959.6,5190.5,7260.3,7986.8,12662.4,6493.7,3459,2904.4,1996.6,1559.7
P78344,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1,360.0746096,61.30099228,51,134,51,51,1,907,102.297,7.14,FALSE,High,Master Protein,36.065,0,2693.550401,61.30099228,51,134,1486.4,2267.8,2757.2,3354.1,3979.6,8300.1,7504.2,6728.5,8533.6,7073.9,1144.9
Q13576,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4,358.7776566,42.73015873,60,108,54,55,1,1575,180.465,5.64,FALSE,High,Master Protein,7.71,0,2194.255831,42.73015873,60,108,1403.4,2535.1,3111.5,4649.6,5349.6,7416,3683.5,2160.5,2151.6,2068.7,3751.5
O75592,E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4,356.5327512,22.33860624,88,118,88,88,1,4678,513.309,7.02,FALSE,High,Master Protein,1.384,0,2448.986771,22.33860624,88,118,1275,2011.9,2275.6,2636.9,2633.4,5347.6,4476.5,3845.6,4599.3,2604.3,1140
Q14839,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2,355.8301113,40.74267782,72,140,51,57,1,1912,217.867,5.86,FALSE,High,Master Protein,7.962,12,2316.367615,40.74267782,72,140,21337.2,4246.4,3319.7,2798.5,2163.2,3289,2166.3,1839.4,2205.2,2029.8,1506.1
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,349.3810435,26.63257278,52,94,34,34,1,2542,269.291,5.73,FALSE,High,Master Protein,4.195,1,2504.682571,26.63257278,52,94,747,771.6,844.1,1048.8,1143.1,2513.8,2219.9,1966.2,2257.7,1566.5,636
P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,347.7984989,58.04643715,59,128,59,59,1,1249,138.263,6.32,FALSE,High,Master Protein,15.564,0,2439.309495,58.04643715,59,128,1117.8,1991.7,2358.3,2753,2741.7,4029.5,2858.2,2834.8,6933.5,10437.1,3879.8
Q96CN9,GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GCC1 PE=1 SV=1,346.6732508,65.67741935,48,129,43,43,1,775,87.757,5.45,FALSE,High,Master Protein,31.292,3,2362.435905,65.67741935,48,129,2025,13230.8,10592.9,5507.9,3104.6,4599.2,2756.2,2002.2,1813.2,1515.7,1617.3
P13797,Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4,344.0004838,65.23809524,39,151,29,29,1,630,70.766,5.6,FALSE,High,Master Protein,99,11,3120.811808,65.23809524,39,151,1762.1,4063.2,5861.3,10765.4,14301.9,20477.4,8810.4,4493.3,4085,3178.5,13183.2
Q5UIP0,Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2,343.9417764,35.63915858,74,106,73,73,1,2472,274.294,5.52,FALSE,High,Master Protein,3.445,1,1974.258194,35.63915858,74,106,13788.3,2419.3,2194.5,2012.9,2121.5,4254.5,3543.1,2939.5,2725.3,1770.5,1139.8
Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,343.2575182,62.88659794,32,130,32,32,1,582,63.799,9.32,FALSE,High,Master Protein,231.631,0,3552.610124,62.88659794,32,130,2000.5,3361.1,5269,7960.8,7358,9740.7,3944.9,1967,1247.5,952.4,1042.4
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,343.0280598,72.04724409,36,211,36,36,1,508,57.081,4.87,FALSE,High,Master Protein,148.624,0,4353.92672,72.04724409,36,211,2402.3,5985.5,8986.5,14353.8,15315.8,22075.7,9545.4,4420.3,3100.3,2687.7,5842.5
Q15075,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,342.8683475,56.27214741,81,127,76,76,1,1411,162.367,5.68,FALSE,High,Master Protein,6.305,5,2024.823544,56.27214741,81,127,3025.2,3699,4019.6,5307.2,6263,9485.6,5968.5,4770.5,5458.8,4886.3,7988.7
P03243,E1B 55 kDa protein OS=Human adenovirus C serotype 5 OX=28285 PE=1 SV=1,342.305098,60.08064516,24,275,5,5,1,496,54.964,7.3,FALSE,High,Master Protein,1424.103,45,4965.745051,60.08064516,24,275,6163.5,20235.9,12608.9,7760,6591.1,9531.2,8492.8,6773.4,7989.1,7593.7,3202.5
Q6PGP7,Tetratricopeptide repeat protein 37 OS=Homo sapiens OX=9606 GN=TTC37 PE=1 SV=1,342.2780987,43.09462916,63,126,60,61,1,1564,175.375,7.53,FALSE,High,Master Protein,7.469,1,2708.871238,43.09462916,63,126,1585.1,2156.4,2590.7,3069.1,3547.8,7766.3,6943.8,6170.9,8401.1,4491.9,1386.5
P42345,Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1,341.881971,31.62024323,68,109,66,66,1,2549,288.707,7.17,FALSE,High,Master Protein,2.831,1,2112.476927,31.62024323,68,109,1159.3,1685.5,2014.4,2648.9,2754.8,4871.4,3978.6,3490.8,4991,4030,1397.2
Q5JSZ5,Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2,339.5104218,36.29430238,66,139,61,61,1,2229,242.817,8.34,FALSE,High,Master Protein,4.895,0,2084.99581,36.29430238,66,139,966.2,1134.1,1213.2,1426.4,1514.9,2991.6,2680.1,2645.8,4053.2,5096.4,606.9
P25205,DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3,336.072575,64.23267327,47,120,47,47,1,808,90.924,5.77,FALSE,High,Master Protein,31.268,0,2429.205561,64.23267327,47,120,3477.4,1574.7,1778.8,1951.2,2128.2,4322.6,3848.1,4148.7,6941.5,9136.9,4518.4
P07942,Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2,333.6697207,41.43337066,58,133,56,56,1,1786,197.909,4.94,FALSE,High,Master Protein,6.565,1,2312.214649,41.43337066,58,133,1297.4,3030.5,4143.4,5903.5,5470.8,7388.5,3224.1,1575.9,1232,887.3,1189.6
P11047,Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3,331.2243497,42.82162834,53,100,52,53,1,1609,177.489,5.12,FALSE,High,Master Protein,7.5,0,2333.738082,42.82162834,53,100,909.7,2321.9,3405.9,4413.4,4314.4,5617.4,2521.3,1251.5,963.7,776.7,1210.3
P25705,ATP synthase subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1,331.0473985,62.74864376,31,257,30,30,1,553,59.714,9.13,FALSE,High,Master Protein,144.265,1,5236.302008,62.74864376,31,257,3621.8,33123.4,29379.3,13679.7,4255.8,4615.5,2885.4,2651.2,2876,2505.7,2392.9
O75179,Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3,330.5241987,29.00499424,60,104,39,39,1,2603,274.088,6.52,FALSE,High,Master Protein,4.774,17,1964.499604,29.00499424,60,104,1354.1,1871.3,2009.7,2209.2,2478.2,6377.5,6019.7,5291.3,5385.4,2929,1641.2
P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3,328.9057437,75.05995204,28,159,23,28,1,417,44.586,8.1,FALSE,High,Master Protein,315.228,0,2932.115355,75.05995204,28,159,3141.9,2756.9,3172.3,4137.7,3908.9,5519.3,4206,5339.4,6810.1,5410.9,30447.9
Q92878,DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1,325.9955392,53.04878049,78,128,75,77,1,1312,153.797,6.89,FALSE,High,Master Protein,10.26,1,1970.421131,53.04878049,78,128,11344,4566.9,3736.3,3483.9,3169.9,5925.1,4993.7,4562.5,6245,5593.3,1568
Q99798,Aconitate hydratase  mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2,321.6446602,59.61538462,37,101,37,37,1,780,85.372,7.61,FALSE,High,Master Protein,59.324,0,2026.913053,59.61538462,37,101,1639.7,13522.2,12310.1,5946.8,1995.4,2075.1,1234.9,1136.8,1241.7,1236.2,1129.2
Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3,319.2037831,41.47909968,51,107,47,47,1,1555,177.078,5.63,FALSE,High,Master Protein,6.651,3,2099.046519,41.47909968,51,107,1396,2599.9,3750.1,5903.7,6019.5,8940.7,4071.3,2127.8,1534.7,1607.6,2398
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2,317.0452699,37.41324921,58,128,48,49,1,1585,176.542,5.38,FALSE,High,Master Protein,6.413,1,2626.863017,37.41324921,58,128,1321.4,1978.1,2187.3,2448.3,2842.2,6905.8,6356.7,6027.4,6678.8,3371.8,1198.8
Q15155,Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5,316.5051715,45.66284779,42,126,1,1,1,1222,134.239,5.81,FALSE,High,Master Protein,7.799,0,2531.308393,45.66284779,42,126,7.3,10.5,23.3,30.7,31.3,36.6,14.3,5.8,NA,NA,NA
