Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,438.7263385,77.67123288,53,290,53,53,1,730,77.464,8.7,FALSE,High,Master Protein,230.013,0,4845.865217,77.67123288,53,290,24200.8,8899.1,8126.5,7054.8,7387.4,8992.6,11575.1,14268.3,18053.7,11337.7,2637.3
P06576,ATP synthase subunit beta  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3,438.5846471,79.20604915,30,347,30,30,1,529,56.525,5.4,FALSE,High,Master Protein,1810.609,0,5253.899706,79.20604915,30,347,2301.9,26950.6,26316.8,13809.4,4789.2,2605.4,2034.7,1859.5,2216.9,2295.7,2024.2
A5YKK6,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,436.1367757,42.38215488,92,179,91,91,1,2376,266.768,7.11,FALSE,High,Master Protein,8.372,1,2526.679705,42.38215488,92,179,1491.7,2477.5,3197.4,4082.2,5056,6858.5,8685.9,12136.5,10493.6,3903.9,1594.4
O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,430.7041861,27.2238312,113,156,96,110,1,4834,526.895,6.28,FALSE,High,Master Protein,2.287,3,2234.599316,27.2238312,113,156,1858.2,3567,4223,4401.3,5018.3,5251.4,4916.6,3688.8,5337.1,7831.8,1494.1
Q14690,Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3,430.4199328,47.51469802,82,189,82,82,1,1871,208.57,8.87,FALSE,High,Master Protein,11.417,0,2635.659792,47.51469802,82,189,7325.3,2730,3178.4,3136.6,3438.1,4333,5885,9286.9,24666.8,11737.8,1862.9
Q96T58,Msx2-interacting protein OS=Homo sapiens OX=9606 GN=SPEN PE=1 SV=1,428.9110653,35.37117904,112,163,111,111,1,3664,402.004,7.64,FALSE,High,Master Protein,4.255,1,1866.761556,35.37117904,112,163,13168.6,4777.1,4351.4,3762.3,3541.2,3399.1,3423.2,3491.1,3581.1,2107.4,1259
Q15075,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,422.3588879,63.85542169,96,172,89,89,1,1411,162.367,5.68,FALSE,High,Master Protein,15.876,7,2046.021626,63.85542169,96,172,5063.5,4330.7,4908.1,5768.4,7405.8,9107.4,9634.1,8391.4,8813.7,6347.2,8999.7
O95613,Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,419.4647105,33.15347722,109,149,105,105,1,3336,377.806,5.55,FALSE,High,Master Protein,2.895,4,1888.760495,33.15347722,109,149,2580,3671,4685.5,5226.5,4417.3,3957.2,3800.6,3699.3,4938.2,5024.2,2424.5
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,417.3820139,71.78294574,52,257,50,51,1,645,72.887,5.07,FALSE,High,Master Protein,405.159,1,4072.031216,71.78294574,52,257,1757.3,5755.6,10451,18245.4,26602.5,26881.9,20218.4,8409.8,3588.4,2286.5,8291.2
Q15154,Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5,397.5570323,43.08300395,71,150,68,69,1,2024,228.403,5.02,FALSE,High,Master Protein,12.373,0,1939.104623,43.08300395,71,150,1343.4,2785.5,3146.9,3409,3814.1,4399.9,4926.4,4995.8,4323,2502.1,1461.5
Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,393.9358152,41.50772025,80,136,78,78,1,2202,251.301,7.09,FALSE,High,Master Protein,6.596,0,1921.47347,41.50772025,80,136,1231.6,2076.2,2530.8,3191.4,3500.6,3688.8,3807.3,4178.1,8278.3,12027,1173.4
Q9Y4A5,Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3,391.5746605,29.23037056,101,150,99,99,1,3859,437.318,8.19,FALSE,High,Master Protein,2.162,3,2259.024295,29.23037056,101,150,11804.6,4947.3,4692.9,4459.2,4128.3,3719.4,3403.9,3112.6,3764.1,3281.7,1256.6
Q9H583,HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3,390.9534755,37.26679104,76,159,74,74,1,2144,242.215,6.54,FALSE,High,Master Protein,7.254,1,2433.216438,37.26679104,76,159,6305.7,2898.1,3143,3079.9,3325.7,3895.7,4977.7,7218.8,16746.5,8516.2,1474.1
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,386.1171676,59.15915916,51,165,51,51,1,999,111.266,5.22,FALSE,High,Master Protein,47.232,0,2821.90504,59.15915916,51,165,1212,3015.2,5231.1,9137.6,13001.8,13177.8,9933,4575,2053.9,1453.6,3809.2
Q12931,Heat shock protein 75 kDa  mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3,383.5618289,68.89204545,44,235,42,42,1,704,80.06,8.21,FALSE,High,Master Protein,152.993,1,3937.275858,68.89204545,44,235,2040.8,24405.9,24637.4,13085.1,4388.7,2191.8,1734.3,1400,1660.3,1576,2282.1
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,375.3873611,69.52380952,52,183,49,49,1,840,94.271,5.19,FALSE,High,Master Protein,84.317,1,2729.024683,69.52380952,52,183,895.5,1718.5,1810.1,2236,2589.8,2345.6,2293.1,1717,5787.1,3035.9,37287.8
Q5JTH9,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,374.5250786,51.04086353,63,137,61,61,1,1297,143.611,8.75,FALSE,High,Master Protein,29.679,2,1925.747763,51.04086353,63,137,3740.5,1971.8,2175,2295.7,2629.8,3587.3,4905.9,7559.2,14381.4,13158.5,1320.8
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,372.8420752,63.76237624,53,162,53,53,1,1010,107.699,6.7,FALSE,High,Master Protein,38.811,0,2976.293111,63.76237624,53,162,4824.2,4048.8,3889.9,4087.1,4455.3,4416,5030.4,5544.5,8548.1,8610.1,9385.6
O75592,E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4,371.2366561,26.18640445,110,144,108,109,1,4678,513.309,7.02,FALSE,High,Master Protein,2.07,0,1683.996752,26.18640445,110,144,1053.5,1885.4,2689.3,3434.2,3633.6,3856.4,4104.3,4370,6016.4,3795.8,935.7
Q92878,DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1,370.6665647,62.04268293,93,166,91,91,1,1312,153.797,6.89,FALSE,High,Master Protein,24.238,1,2035.06882,62.04268293,93,166,13084.5,6479.6,6326.3,6089.4,5778,5518.1,5729.1,5718.5,7933.2,7155,1852.1
Q15021,Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,369.9092772,53.17630264,62,131,62,62,1,1401,157.082,6.61,FALSE,High,Master Protein,13.678,0,2566.748462,53.17630264,62,131,5466.3,3987.2,4205.7,4340.4,4775,5920.9,7209.4,9255.8,8472.2,4802.5,1413.8
Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,368.9971574,24.21926185,105,133,105,105,1,4579,520.795,7.05,FALSE,High,Master Protein,1.701,0,1698.923629,24.21926185,105,133,1155.2,1722.1,2034.6,2392,2770.5,3865.6,4972.1,6640.7,6875.8,3970.6,1277.8
P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,364.4550673,66.66666667,53,140,39,39,1,906,100.009,6.29,FALSE,High,Master Protein,43.578,14,2889.265156,66.66666667,53,140,1784.7,3484.2,4923.6,6828.2,7976.9,7252.1,6227.9,3723.5,2748.7,1849.7,1163.7
Q96CN9,GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GCC1 PE=1 SV=1,364.105694,75.09677419,56,156,51,51,1,775,87.757,5.45,FALSE,High,Master Protein,76.787,3,1977.45583,75.09677419,56,156,1760.4,14526.8,14423.2,8081.7,4218.6,3391.2,2921.2,2073.7,1658.3,1341.1,1579.1
Q12923,Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens OX=9606 GN=PTPN13 PE=1 SV=2,363.4895579,38.10865191,84,125,83,83,1,2485,276.733,6.42,FALSE,High,Master Protein,5.454,1,1503.118477,38.10865191,84,125,1248.8,2781.9,4332.9,6505.5,7652.4,6795.4,5214.9,2786.3,1853,1553.6,990.1
P26358,DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2,362.0513762,51.67079208,75,133,75,75,1,1616,183.05,7.75,FALSE,High,Master Protein,15.007,0,1951.235205,51.67079208,75,133,11236,5182.6,4860.5,4058.8,3379.9,2673,2210,1740.3,1544.1,1387.7,935.3
O75691,Small subunit processome component 20 homolog OS=Homo sapiens OX=9606 GN=UTP20 PE=1 SV=3,361.0746445,34.75763016,86,140,85,85,1,2785,318.182,7.39,FALSE,High,Master Protein,4.371,0,1930.044204,34.75763016,86,140,4416.6,2254.5,2583.2,2613,2983,3635.7,4693.6,7043.5,16118.7,8671.6,1481.2
P25205,DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3,359.5589056,68.68811881,47,139,47,47,1,808,90.924,5.77,FALSE,High,Master Protein,51.396,0,2166.447084,68.68811881,47,139,3294.8,2563.1,2670.5,2621.3,2666.9,2781.6,3126.6,3522.7,7249.7,8643.9,4759
Q9NVP1,ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2,358.38758,53.58208955,33,140,33,33,1,670,75.359,9.5,FALSE,High,Master Protein,382.119,0,2840.4928,53.58208955,33,140,4065.6,1783.4,1998.2,2084.3,2444.6,3505.2,4759.5,7205.8,14148.3,8656.1,1292.2
Q8NCM8,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC2H1 PE=1 SV=4,357.7767917,24.82006037,107,140,103,104,1,4307,492.311,6.54,FALSE,High,Master Protein,1.831,3,1454.731643,24.82006037,107,140,2323.4,2536.6,3053.8,3610.3,4002.1,4765,5579.6,6647.1,9141.7,7013.4,1690.2
Q5JPE7,Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1,355.1486051,46.01420679,46,116,1,1,1,1267,139.351,5.76,FALSE,High,Master Protein,17.062,53,2487.122233,46.01420679,46,116,1943.6,2766,4249.8,6788.1,9324.6,9173.5,7217.3,3536.8,1583.3,1189.3,1369.3
P69849,Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=3 SV=2,352.1160067,46.56301146,46,116,1,1,1,1222,134.049,5.67,FALSE,High,Master Protein,18.573,0,2449.091798,46.56301146,46,116,24.8,105.2,116.3,121.1,140.9,142.2,106,45.7,14.5,25.1,23
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,351.7439435,46.54605263,71,140,70,70,1,1824,206.676,6.47,FALSE,High,Master Protein,8.789,0,1710.714417,46.54605263,71,140,1808.6,2365,2985,3705.7,4704.3,5282.4,4655.5,3646.2,4092.4,3605.4,2072.8
Q15155,Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5,351.4920962,45.58101473,45,116,2,2,1,1222,134.239,5.81,FALSE,High,Master Protein,18.573,0,2482.94655,45.58101473,45,116,50.7,67.5,103.7,167.2,218.1,205.4,147,83.6,27.4,12.9,23.9
A6NHR9,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2,349.1083125,45.68578554,85,133,83,83,1,2005,226.231,7.3,FALSE,High,Master Protein,7.205,2,1674.179213,45.68578554,85,133,13908.8,5927.2,5537,4345.6,3790.2,3083.9,2727.9,2224.4,2507.6,2020.4,1242.8
P03243,E1B 55 kDa protein OS=Human adenovirus C serotype 5 OX=28285 PE=1 SV=1,348.673106,63.10483871,27,298,5,27,1,496,54.964,7.3,FALSE,High,Master Protein,2893.266,0,4996.792499,63.10483871,27,298,6472.8,10680.9,10347.3,9798.2,8918.6,8829.8,9682.8,10414.3,10530.2,9074.1,2516.4
P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,347.9933294,57.48598879,60,154,60,60,1,1249,138.263,6.32,FALSE,High,Master Protein,25.586,0,2036.899546,57.48598879,60,154,1092,1738.2,2331.8,3237,4023.8,3783.3,3636.3,3059.3,8163.1,13817.3,4787
Q71U36,Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1,343.8376621,65.18847007,27,450,0,1,1,451,50.104,5.06,FALSE,High,Master Protein,3479.701,40,6439.749226,65.18847007,27,450,4062.9,6394.2,7006.4,8642.2,9634.5,9476.8,9346.5,7545.4,14111,16152.8,69471.5
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,343.077169,76.37795276,41,262,40,40,1,508,57.081,4.87,FALSE,High,Master Protein,333.965,1,3542.782962,76.37795276,41,262,1831.1,4960,8806.1,15338.3,22138.7,22279.7,16558.7,6911.1,2957.9,2082.3,6393.8
Q5VYK3,Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2,342.0537484,43.90243902,65,128,65,65,1,1845,204.16,7.12,FALSE,High,Master Protein,7.83,0,1842.263066,43.90243902,65,128,2000.2,1836.5,2085.1,2348.5,2695.1,3419.3,4160.4,5520.1,8180.7,11483,1421
P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,338.2961359,63.31521739,39,153,38,39,1,736,79.636,8.84,FALSE,High,Master Protein,135.887,0,2869.926435,63.31521739,39,153,1504.6,3545.3,5671.1,8433.9,10970.5,10668,7617.7,3034.5,1635.4,1492,1057.9
Q12830,Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3,337.9285221,34.47143795,88,145,86,86,1,3046,338.054,6.54,FALSE,High,Master Protein,4.357,2,1310.019153,34.47143795,88,145,11096.8,4595.5,4384.8,3729.4,3324.9,2940.5,2568.3,1968.1,1994.8,1624.8,1218
Q14160,Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=4,337.6145564,48.95705521,64,118,61,61,1,1630,174.778,5.07,FALSE,High,Master Protein,10.659,3,2137.551904,48.95705521,64,118,994.4,2416.7,3780.8,5619.3,6650.5,5988.3,4780.1,2628.3,1769.5,1445.2,1515.9
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,334.6325759,52.25603358,46,156,46,46,1,953,105.769,5.39,FALSE,High,Master Protein,57.028,0,2426.443727,52.25603358,46,156,945.9,1473,1580,1745.5,1809.9,1638.4,1687.8,2643.2,5275.9,30335.1,5344.1
Q9UIG0,Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2,329.7882013,50.03371544,74,142,73,73,1,1483,170.796,8.48,FALSE,High,Master Protein,13.62,1,1560.448469,50.03371544,74,142,18180.6,6883,6329.4,5400.3,4628.3,3757.7,3149.8,2100.5,1911.3,1481.7,1207
Q02952,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,328.0461278,53.47923681,66,109,66,66,1,1782,191.367,4.41,FALSE,High,Master Protein,8.761,0,1578.746707,53.47923681,66,109,535.3,1459.8,1647.2,1886.8,1907.5,1704.6,1558.6,1111.2,2000.3,1218.1,11313.5
O15078,Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2,327.4189497,39.61274708,106,135,96,99,1,2479,290.207,5.95,FALSE,High,Master Protein,3.492,4,1226.798151,39.61274708,106,135,1737.1,2947.3,3598.7,4078.2,4209.5,4494.9,4751.7,4634.5,6394.2,5558,1658
Q08378,Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2,325.5143313,51.73564753,68,104,65,65,1,1498,167.252,5.44,FALSE,High,Master Protein,7.66,2,2037.4811,51.73564753,68,104,1988.7,2554.1,2967.9,3227.9,2927.7,2562,2323.9,1710.9,1780.9,1488.4,1947.2
Q5SW79,Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1,324.8400814,49.87373737,72,124,61,70,1,1584,175.187,7.11,FALSE,High,Master Protein,9.68,2,1501.654322,49.87373737,72,124,2593.5,3075.1,3672,3976.5,4262.3,4434.6,4640.2,4789.1,8811.5,9029.7,1489.5
