Accession,Description,Sum_PEP_Score,Coverage,#Peptides,#PSMs,#Protein_Unique_Peptides,#Unique_Peptides,#Protein_Groups,#AAs,MW_kDa,calc_pI,Checked,Protein_FDR_Confidence,Master,emPAI,Razor_Peptides,Score_Mascot,Coverage_Mascot,#Peptides_Mascot,#PSMs_Mascot,TMT126,127N,127C,128N,128C,129N,129C,130N,130C,131N,131C
Q00341,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,609.3194154,64.27444795,78,279,75,76,1,1268,141.368,6.87,FALSE,High,Master Protein,114.273,1,4539.771803,64.27444795,78,279,2397.4,3147.7,4720,7280.6,10497.1,12343,12249.3,13255.8,8230.9,3386,1237.9
Q8WXH0,Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=3,576.753981,27.84313725,174,216,162,164,1,6885,795.944,5.36,FALSE,High,Master Protein,1.529,10,2363.481206,27.84313725,174,216,12941.7,5776.2,5480.5,6264.4,6739,6380.1,4759,3553.8,3393.9,4971.1,2728.5
P06576,ATP synthase subunit beta  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3,570.2079335,72.96786389,26,355,26,26,1,529,56.525,5.4,FALSE,High,Master Protein,6403.004,0,6943.831659,72.96786389,26,355,2685.8,13180.3,23986.7,26843.7,5104.2,3791.6,2761.1,2655.2,3014.8,3715,2863.8
P11717,Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3,568.0052153,47.61140104,100,196,98,99,1,2491,274.199,5.94,FALSE,High,Master Protein,12.099,1,3349.908468,47.61140104,100,196,1447.3,2326.8,2965,3963.3,7580.1,11646.8,9868.1,10973.4,6573.3,2351.9,1213.5
Q8NCM8,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC2H1 PE=1 SV=4,562.2810435,35.12886,139,190,138,138,1,4307,492.311,6.54,FALSE,High,Master Protein,3.23,1,2595.930884,35.12886,139,190,2236.2,2767.5,3598.9,4311.2,5234.3,8655.6,9276.3,10667.8,7416.3,3771.2,1470.2
Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,546.3998349,75.17730496,93,210,91,91,1,1410,152.365,8.6,FALSE,High,Master Protein,28.698,1,2866.821228,75.17730496,93,210,2524.7,3705.9,6065.2,10345.9,12825,9350,5937.9,3623.2,2565.4,2062.4,1049.8
P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,532.2030893,51.63147793,50,284,28,28,1,1042,114.683,5.34,FALSE,High,Master Protein,329.003,31,5442.784863,51.63147793,50,284,2650,5728.2,7372.2,11434.6,16525.7,14648,9177.5,4664.3,2915.6,2425,1525.1
P63261,Actin  cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1,531.2205836,77.06666667,25,745,2,2,1,375,41.766,5.48,FALSE,High,Master Protein,74055.847,48,13959.55554,77.06666667,25,745,4910.2,14003.5,16296.2,20445.3,28615.9,24353.4,12818.2,9114.3,8102,8478,35172.1
P05023,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1,530.9687754,51.22189638,52,278,31,32,1,1023,112.824,5.49,FALSE,High,Master Protein,561.341,29,4954.055737,51.22189638,52,278,1852.2,9147.8,12769.8,14113.9,14135.9,11253.4,7101.5,4327.4,3364.6,2381.8,1637.4
A5YKK6,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,519.5723158,41.11952862,83,184,83,83,1,2376,266.768,7.11,FALSE,High,Master Protein,10.022,0,3237.319303,41.11952862,83,184,1691,2095.6,2851.4,3829.7,5065.8,8629.2,9651.9,11824.6,8185.5,3133.7,1456.3
Q5JRA6,Transport and Golgi organization protein 1 homolog OS=Homo sapiens OX=9606 GN=MIA3 PE=1 SV=1,505.3395895,52.22863136,85,180,83,83,1,1907,213.57,4.84,FALSE,High,Master Protein,14.615,1,2680.422495,52.22863136,85,180,1738.7,3681.2,5290.6,8802.5,13141.1,10723.5,6479,3084.1,1950.4,1788.9,1068.1
P11388,DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,502.8991398,54.47419987,76,203,62,62,1,1531,174.276,8.72,FALSE,High,Master Protein,42.093,15,2946.868457,54.47419987,76,203,34945.9,9791,6903.9,4851,3437.2,3594.1,3357.9,3379.6,3662.6,2758.6,1373.9
Q14683,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,501.6243889,64.80129765,89,214,84,84,1,1233,143.144,7.64,FALSE,High,Master Protein,68.328,2,3416.440817,64.80129765,89,214,16057.9,5499.1,4931.4,4774.2,5336.5,8575.3,9654.2,11903.7,12205.4,5517.2,1231.3
O43491,Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,488.7366934,64.57711443,59,208,53,53,1,1005,112.519,5.44,FALSE,High,Master Protein,131.763,4,2984.539563,64.57711443,59,208,1905,8288.2,10872.8,11628.4,9857.4,6879,4417.4,2842,2441.4,1928.4,2049
O95613,Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,486.0580115,40.22781775,128,173,126,126,1,3336,377.806,5.55,FALSE,High,Master Protein,3.703,2,2174.110525,40.22781775,128,173,2525.6,4465.7,5635.9,5578.5,4330.7,6321.7,6483.9,6617.9,7001.3,4775.7,2360.1
Q14573,Inositol 1 4 5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2,481.5072036,39.83526769,95,170,82,82,1,2671,303.912,6.48,FALSE,High,Master Protein,7.233,14,2473.684361,39.83526769,95,170,2578.2,4315.5,5984,8474.2,11509.1,10253,6546.2,4185.5,3021,2498.6,1264.2
Q02952,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4,480.6554414,61.44781145,71,143,71,71,1,1782,191.367,4.41,FALSE,High,Master Protein,17.33,0,2831.501525,61.44781145,71,143,1097,2451.6,2969.1,3384.5,2981.2,2600.2,2262.7,1993.8,2225.9,1579.7,12238.2
O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,477.4857091,30.09929665,118,157,100,100,1,4834,526.895,6.28,FALSE,High,Master Protein,2.345,16,2205.403452,30.09929665,118,157,2144.9,2851.6,3850.2,4618.2,5230.1,5791.5,4787.3,4645.3,8047.2,7967.6,1355.5
Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2,477.3243816,57.76499589,85,180,81,82,1,1217,141.454,7.18,FALSE,High,Master Protein,52.915,4,2697.847619,57.76499589,85,180,12300.3,4288.7,4091,4105.6,4148.4,6474,7248.5,8822.9,9282,4560.3,1148.4
Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,472.5953971,30.39965058,127,164,127,127,1,4579,520.795,7.05,FALSE,High,Master Protein,2.422,0,2271.307622,30.39965058,127,164,1897.9,2243.7,2726.9,3397.2,4126.5,7894.7,8755,11041.9,7153.3,2912.1,1400.7
Q15154,Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5,460.6018511,47.6284585,80,191,77,78,1,2024,228.403,5.02,FALSE,High,Master Protein,18.123,0,2787.020741,47.6284585,80,191,1814,4092.7,4486.4,3995.5,4289.8,6377.6,6324.8,6014.3,5808.8,3995,1526.9
Q5VYK3,Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2,460.1591877,50.29810298,74,144,74,74,1,1845,204.16,7.12,FALSE,High,Master Protein,12.37,0,2661.716665,50.29810298,74,144,1702.5,1637,1893.3,2507.2,3050.1,5191.5,5937.7,7812.8,9102.9,8077.5,858.1
P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,453.8286335,80.1369863,53,308,53,53,1,730,77.464,8.7,FALSE,High,Master Protein,272.126,0,4387.407703,80.1369863,53,308,29060.5,7146.8,5466.7,4832.9,4644,6802.6,7831.3,10509,12066.9,5513.3,1824.1
Q9NR30,Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,447.5465835,61.68582375,47,203,44,44,1,783,87.29,9.28,FALSE,High,Master Protein,479.638,4,3200.071977,61.68582375,47,203,32140.8,5395.2,3798.6,3026.4,2675.6,3698.6,4319.7,6205,9777.5,5515.6,1299.2
Q12931,Heat shock protein 75 kDa  mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3,444.4352441,67.47159091,41,246,40,40,1,704,80.06,8.21,FALSE,High,Master Protein,185.566,0,4747.120185,67.47159091,41,246,1681.1,10830.1,20470.9,21692.7,3984.6,2388.4,1556.9,1476.8,1527.5,1806.5,1393.2
O75153,Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2,443.6179327,55.84415584,58,152,56,57,1,1309,146.577,6.13,FALSE,High,Master Protein,25.49,0,2831.743251,55.84415584,58,152,1357,1427.9,1859.6,2143.7,2691.5,4784.7,5460.6,7723.8,7263.1,3605.3,1167.2
Q14839,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2,441.9906183,45.29288703,78,169,56,61,1,1912,217.867,5.86,FALSE,High,Master Protein,15.927,15,2978.194145,45.29288703,78,169,27046.5,7070.6,4794.5,3559.3,2545,2136.1,1860.5,1741.1,2136.3,2276,1270.9
Q8TEQ6,Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,440.2793926,53.58090186,69,154,68,68,1,1508,168.483,6.62,FALSE,High,Master Protein,16.678,1,2723.388412,53.58090186,69,154,1136.7,1837.3,2276.6,2705.7,3475.2,5925.4,6467.3,8092.9,7495.7,7121,1883.7
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,434.9067275,61.36136136,48,152,48,48,1,999,111.266,5.22,FALSE,High,Master Protein,47.232,0,3470.204912,61.36136136,48,152,1175.9,3135.3,4448.1,7981.1,11798.7,9052.9,5095.3,2372.2,1542.8,2318.1,2966.1
O75179,Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3,432.7094688,33.4613907,68,138,46,46,1,2603,274.088,6.52,FALSE,High,Master Protein,9.213,19,2548.740048,33.4613907,68,138,1637.2,1561.3,1927.5,2321.8,2741.4,5004.9,5762.8,6973.7,5655.9,2754.5,1195.4
Q5UIP0,Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2,420.2337376,42.51618123,84,133,84,84,1,2472,274.294,5.52,FALSE,High,Master Protein,5.454,0,2172.037764,42.51618123,84,133,16201.8,4088,2967.2,2426.3,1946.6,2559.6,2702,2788.8,2311.9,1598.2,954
Q6P2E9,Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,419.9388032,55.6745182,54,138,53,53,1,1401,151.567,5.86,FALSE,High,Master Protein,29.539,0,2674.996784,55.6745182,54,138,1102.2,1214.5,1432.1,1798.4,2355,3935.4,4560.6,7395.3,8054.9,2966.8,1335.8
P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,409.5837442,57.08566853,60,154,60,60,1,1249,138.263,6.32,FALSE,High,Master Protein,34.314,0,2520.209685,57.08566853,60,154,1102.9,2035.2,2578.3,3007.4,3244.6,3484.2,3154.9,3915.8,12499.3,10061.5,1944.3
P55196,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,406.76203,50.27412281,76,142,75,75,1,1824,206.676,6.47,FALSE,High,Master Protein,12.194,0,2239.369113,50.27412281,76,142,1606.3,3706.5,4429.1,4839.8,6579.8,6576.7,4891.6,4279.7,4601.3,3584.9,1533.7
Q96Q15,Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3,406.5652338,30.86588364,98,138,95,96,1,3661,410.241,6.46,FALSE,High,Master Protein,3.157,3,2031.974808,30.86588364,98,138,1579.3,1753.7,2215.7,2817.5,2939.2,4361.2,4736.8,6505.5,8504.7,5412,1377.8
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,406.5319586,69.16666667,51,143,47,47,1,840,94.271,5.19,FALSE,High,Master Protein,63.617,3,2779.629795,69.16666667,51,143,849.2,1723.6,1879.1,2178.1,2196.3,2418.2,2038.7,3249.9,3490.6,6478,21560.4
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,402.958486,66.83168317,50,138,50,50,1,1010,107.699,6.7,FALSE,High,Master Protein,33.145,0,3339.769368,66.83168317,50,138,870.9,2213.8,2156.4,2370.1,2622,3034.2,2713.6,2828.4,3038.1,8672.3,14814.9
P21796,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2,400.0138857,89.0459364,23,325,21,21,1,283,30.754,8.54,FALSE,High,Master Protein,59947.425,2,5986.474718,89.0459364,23,325,2523.9,11252.1,21007.8,23910.1,4247.3,2688.1,1809.9,1451.5,1544.2,1631.7,998.6
Q15021,Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,398.52782560000003,52.46252677,61,124,60,60,1,1401,157.082,6.61,FALSE,High,Master Protein,12.25,0,2652.752172,52.46252677,61,124,4057.2,3252.3,3005.7,3317,3529.1,5429,5911.1,7179,6810.5,3258.3,806.2
Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,396.6920446,42.82470481,79,139,78,78,1,2202,251.301,7.09,FALSE,High,Master Protein,6.728,0,1899.98807,42.82470481,79,139,1119.3,1473.6,1816.1,2222.1,2343.9,3220.9,3213.1,4320.9,7755.4,8693.3,787.5
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,395.1554809,66.04651163,41,221,39,39,1,645,72.887,5.07,FALSE,High,Master Protein,210.879,1,4082.367818,66.04651163,41,221,1391.6,4326,6121,10817,16256.9,12601.9,7344.6,3387.5,2325.7,2461.9,4663.8
P03243,E1B 55 kDa protein OS=Human adenovirus C serotype 5 OX=28285 PE=1 SV=1,388.5210156,63.30645161,26,358,5,26,1,496,54.964,7.3,FALSE,High,Master Protein,8375.776,0,6093.843971,63.30645161,26,358,4988.5,18987,19136.5,9767.6,5800.4,6589,5524.3,7158.8,7389.9,7481.1,2036.1
P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,387.9344641,65.1214128,47,132,32,32,1,906,100.009,6.29,FALSE,High,Master Protein,40.118,12,2737.10296,65.1214128,47,132,1102.1,4044.6,4771.8,4875.9,4648.2,4218.5,3171.3,2525,2329.5,1983.9,1043
P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,380.0611887,64.26630435,37,147,36,37,1,736,79.636,8.84,FALSE,High,Master Protein,115.999,0,2912.89957,64.26630435,37,147,2149.9,2368.6,3446.4,6109.8,11499,10271.3,5194.4,2099.1,1291,1490,945.6
Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,379.8416797,65.18456376,47,127,47,47,1,1192,129.851,4.5,FALSE,High,Master Protein,42.94,0,2302.513333,65.18456376,47,127,942.6,2633.5,2874.2,3880.3,5939.8,6518.6,4938.5,3492.3,3628.6,1764.7,943.7
Q99996,A-kinase anchor protein 9 OS=Homo sapiens OX=9606 GN=AKAP9 PE=1 SV=4,379.7722097,32.42897364,119,142,111,111,1,3907,452.708,4.98,FALSE,High,Master Protein,1.651,5,1474.652558,32.42897364,119,142,1853.9,2553.6,3582.3,3966.8,3030.3,4457.1,4772.7,5363.7,6284.2,5226.5,2553.1
O75592,E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4,379.2373267,24.83967507,105,143,104,104,1,4678,513.309,7.02,FALSE,High,Master Protein,1.968,1,1673.619454,24.83967507,105,143,1762.5,2372.8,3037.5,3556.9,3678.3,4881,5049.5,5946.2,6487.6,3393.5,1156.9
Q9H583,HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3,376.8855207,38.94589552,74,140,73,73,1,2144,242.215,6.54,FALSE,High,Master Protein,6.698,1,1991.370546,38.94589552,74,140,11664.3,2479,2004.3,1884.9,1706.4,2609.5,2952.2,3943.9,4973.8,2986.1,698.7
P40939,Trifunctional enzyme subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2,368.327762,56.35648755,36,118,36,36,1,763,82.947,9.04,FALSE,High,Master Protein,84.77,0,2556.484762,56.35648755,36,118,1506.7,8330.8,16111,16934.7,2748.7,1808.2,1187.4,1313.9,1387.2,1286.9,911
Q92878,DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1,366.3042436,56.47865854,83,145,82,82,1,1312,153.797,6.89,FALSE,High,Master Protein,16.263,1,1987.254724,56.47865854,83,145,10988.4,5422.7,4699,3755.4,3281.3,4317,4397.3,5380.2,6616.3,5129,1438.6
Q08378,Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2,366.2016999,59.61281709,72,104,69,70,1,1498,167.252,5.44,FALSE,High,Master Protein,9,1,2193.693908,59.61281709,72,104,1277.6,2365.8,3058.9,3356.9,2045,2017,1968.7,1888.4,2128.5,5704.2,1928.9
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,363.5103794,56.24344176,46,127,46,46,1,953,105.769,5.39,FALSE,High,Master Protein,54.649,0,2737.739291,56.24344176,46,127,1043.6,1124.4,1305.6,1435.7,1404.4,1725.5,1789.2,2831.2,6054.6,26426.2,1861.1
Q5JTH9,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,363.4344773,46.7232074,54,118,52,52,1,1297,143.611,8.75,FALSE,High,Master Protein,15.737,1,2126.485337,46.7232074,54,118,8476.5,1802.1,1558.2,1646.2,1784.7,2986.1,3355.2,4630.1,6458.3,7707.6,677.3
Q15075,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,363.401827,60.80793763,89,154,84,84,1,1411,162.367,5.68,FALSE,High,Master Protein,10.578,5,1703.053295,60.80793763,89,154,1431.3,2359.3,2309.1,3026.4,6218.1,7108.5,5671.3,4376.2,4679.7,5486.3,7010.8
Q9Y4A5,Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3,363.2542372,28.66027468,92,124,90,90,1,3859,437.318,8.19,FALSE,High,Master Protein,1.722,2,2015.3585,28.66027468,92,124,10143.9,3073,2594.4,2444.6,2171.6,2629.9,2491.6,2732.9,2988.5,2551.1,891.9
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2,361.0045565,48.83280757,75,145,64,65,1,1585,176.542,5.38,FALSE,High,Master Protein,13.125,12,2216.015108,48.83280757,75,145,1465.8,1860.3,2421.8,3041.2,3763.4,6165.4,7302.3,10047.1,9589.6,4823.9,1254.9
Q96T58,Msx2-interacting protein OS=Homo sapiens OX=9606 GN=SPEN PE=1 SV=1,358.2229981,31.93231441,94,130,92,92,1,3664,402.004,7.64,FALSE,High,Master Protein,2.621,2,1748.132767,31.93231441,94,130,13709.5,3581.3,2784.6,2361.1,1851.3,2418.5,2566.7,2754.5,2511.8,1977.3,1128.5
O15078,Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2,355.7806637,38.52359823,104,149,94,96,1,2479,290.207,5.95,FALSE,High,Master Protein,3.777,5,1459.543971,38.52359823,104,149,2009,3344.4,3998.4,4093.4,4297.1,6137.4,6223.9,6157.3,6856.1,4283.1,1580.6
P25205,DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3,354.295438,70.2970297,50,129,50,50,1,808,90.924,5.77,FALSE,High,Master Protein,36.927,0,2463.076554,70.2970297,50,129,3267.7,1436.7,1483.1,1730.2,1845.6,2705.9,3010.3,4112.6,6730,11170.8,3348.1
Q9NR09,Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2,349.9222764,21.20650607,77,111,74,75,1,4857,529.919,6.05,FALSE,High,Master Protein,1.487,1,1868.935604,21.20650607,77,111,1127.1,1134.3,1413.7,1627.6,1571.1,1933.5,1807.6,2329.2,3179.9,13334.1,1590.9
O95071,E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2,349.4190231,33.44051447,73,132,72,72,1,2799,309.158,5.85,FALSE,High,Master Protein,3.889,1,1990.070707,33.44051447,73,132,925.1,826,1055.8,1243.7,982,1269.8,1330.6,1992.8,2727.6,16499.2,2399.4
Q13576,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4,349.4084469,49.3968254,64,122,59,60,1,1575,180.465,5.64,FALSE,High,Master Protein,9.471,0,1900.443859,49.3968254,64,122,1016.4,2204.3,2623.5,3475,5993.9,5168.3,2834,1854.5,1697.6,3213.7,3637.1
Q13200,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,349.3308253,54.95594714,41,109,41,41,1,908,100.136,5.2,FALSE,High,Master Protein,26.585,0,1923.192222,54.95594714,41,109,668.3,926.3,1057.2,1373.3,1213.5,1437,1502.4,2472.9,5681.9,25086.9,1185
Q12923,Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens OX=9606 GN=PTPN13 PE=1 SV=2,349.1887636,35.09054326,72,112,72,72,1,2485,276.733,6.42,FALSE,High,Master Protein,3.899,0,1701.342375,35.09054326,72,112,1491,3351.8,4674.7,5209.5,4909.3,3916.3,2509.4,1718.6,1538.7,1562.4,821
Q5SW79,Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1,348.4007827,50.37878788,69,124,60,61,1,1584,175.187,7.11,FALSE,High,Master Protein,8.363,6,1827.370876,50.37878788,69,124,2923.6,2892.6,2977.2,3188.3,3264.2,4333.2,4775.8,5819.3,8282.4,4766.1,1280.2
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,346.3520504,31.78599528,64,117,44,44,1,2542,269.291,5.73,FALSE,High,Master Protein,6.761,1,2282.615472,31.78599528,64,117,696.8,645.3,803.1,967.5,1096.1,1933.1,2298.9,2875.1,2915.2,1892.6,538.6
P78344,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1,345.4250552,57.55237045,48,126,47,48,1,907,102.297,7.14,FALSE,High,Master Protein,39.128,0,2508.841403,57.55237045,48,126,1323.2,1497.6,1817.1,2410.1,3072.3,4823.8,5172.5,7182,7740.1,4732.1,534.3
